S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof Copy Tender cost and EMD, Registration Certificate, PAN, GSTIN,etc.",Special Repair to different PWD Residential Quarters under Bolangir (R and B) Division,Building work,Please refer tender document ,NA ,"14,80,835",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balangir,767001.0,NA ,NA ,NA ,"O/O S.E,Balangir (R and B) Division,Balangir",No ,No,20-Sep-2025 06:55 PM,04-Oct-2025 11:00 AM,20-Sep-2025 06:55 PM,03-Oct-2025 05:00 PM,20-Sep-2025 06:55 PM ,25-Sep-2025 05:00 PM ,20-Sep-2025 06:55 PM,03-Oct-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,BGR (R and B)-15 of 2025-26,2025_EICCL_117823_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"15,000",Yes,fixed,,Nil,Nil,"S.E,Balangir (R and B) Division,Balangir","O/O S.E,Balangir (R and B) Division,Balangir",AOC,1,3101761,ANITA NAIK,28-Sep-2025 01:55 PM,Accepted-AOC,Owned the lottery,01-Feb-2026 10:48 AM,01-Feb-2026,"INR 1,258,858",30.0,ASHUTOS JENA,01-Feb-2026 10:48 AM,a.pdf (66.00 KB),"The work awarded to Anita Naik, C-Class Contractor vide Divisional Agreement No. 1013 P1 of 2025-26",A Jena,Internal,,ASHUTOS JENA,29-Jan-2026 12:27 PM,techsummary_551928.pdf (3589.96 KB),A Jena,Internal,,ASHUTOS JENA,29-Jan-2026 12:46 PM,finsummary_551928.pdf (714.98 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,2025_EICCL_117823_2,BGR (R and B)-15 of 2025-26,Special Repair to different PWD Residential Quarters under Bolangir (R and B) Division,1.0,3101761.0,ANITA NAIK,INR,"1,258,858",Finance,Total 17 (Seventeen) Nos. bidders were participated and their documents are opened for further evaluation.,Prabhasini Sarangi,04-Oct-2025 12:26 PM,finance_551928.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,"No relationship Certificate, affidavit, MOU etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3107731,ASHOK PRADHAN,03-Oct-2025 04:30 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,.pdf,Others document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3106786,BHAWANI SHANKAR DEEP,03-Oct-2025 12:25 PM,Rejected-Technical,As per Schedule - J of DTCN,29-Jan-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3103254,CHANDRAKANTA MISHRA,30-Sep-2025 12:31 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3101489,CHINMAYA PRADHAN,27-Sep-2025 02:34 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3107110,HEMALATA NAIK,03-Oct-2025 01:34 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3106846,JHILI GOUDA,03-Oct-2025 12:50 PM,Rejected-Technical,As per Schedule - J of DTCN,29-Jan-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3099175,LAKSHMIKANTA GOCHHAYATA,24-Sep-2025 06:18 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3107518,PREMPRAKASH MISHRA,03-Oct-2025 04:00 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3102595,SABITA PANIGRAHI,29-Sep-2025 01:07 PM,Rejected-Finance,Loose the lottery,29-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
