S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/12/ RWD-UKT /2025-26,2025_CERWI_122152_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Up-gradation of PHC Kurshi under Ama Hospital Initiative in Nabarangpur District for the year 2025-26,Up-gradation of PHC Kurshi under Ama Hospital Initiative in Nabarangpur District for the year 2025-26,Please refer Tender documents. ,NA ,"71,54,380",Civil Works - Buildings,NA ,Tender,90.0,180.0,Umerkote,764073.0,NA ,NA ,NA ,"O/o the Executive Engineer, R W D-II, Umerkote",No ,No,28-Nov-2025 12:00 PM,05-Dec-2025 11:00 AM,28-Nov-2025 12:00 PM,04-Dec-2025 05:00 PM,28-Nov-2025 12:00 PM ,03-Dec-2025 01:00 PM ,28-Nov-2025 12:00 PM,04-Dec-2025 05:00 PM,15-Dec-2025 01:00 PM,"Executive Engineer, RW Division-II, Umerkote","O/o EXECUTIVE ENGINEER, RURAL WORKS DIVISION-II, NABARANGPUR, UMERKOTE","71,544",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, PAN, Valid GST, Caste, Affidavits, Joint Venture Agreement and Other Documents as per DTCN",AOC,1,3276717,AJBAL BHATRA,03-Dec-2025 11:36 PM,Rejected-AOC,Disqualified in transparent lottery,24-Feb-2026 07:20 PM,24-Feb-2026,"INR 6,081,939",180.0,Gobinda Chandra Tudu,24-Feb-2026 07:20 PM,agmnt.pdf (432.00 KB),agmnt value,Finance,4 nos bidders are participated above work,Gobinda Chandra Tudu,24-Feb-2026 07:04 PM,finance_567731.pdf,BOQ Comparative Chart,Excutive Engineer,Internal,"Estimator, DAO-I, Executive Engineer",Gobinda Chandra Tudu,15-Dec-2025 12:45 PM,15-Dec-2025 01:00 PM,techsummary_567731.pdf (265.84 KB),Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,24-Feb-2026 07:13 PM,finsummary_567731.pdf (118.25 KB),Technical,Admitted for Technical Evaluation.,Gobinda Chandra Tudu,12-Dec-2025 05:36 PM,technical_567731.pdf,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_122152_2,Online Tender/12/ RWD-UKT /2025-26,Up-gradation of PHC Kurshi under Ama Hospital Initiative in Nabarangpur District for the year 2025-26,1.0,3267468.0,NITYANANDA BISWAS,INR,"6,081,939",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,2,3276126,ISWAR PANKA,03-Dec-2025 07:21 PM,Rejected-Technical,Technically Disqualified,15-Dec-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3276878,LITUNA SAHU,04-Dec-2025 09:31 AM,Rejected-AOC,Disqualified in transparent lottery,24-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3267468,NITYANANDA BISWAS,30-Nov-2025 10:07 PM,Accepted-AOC,Qualified in transparent lottery,24-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3273417,SRI KALU CHARAN BISWAL,03-Dec-2025 10:10 PM,Rejected-AOC,Disqualified in transparent lottery,24-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
