EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"1,57,273",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents","E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi","Installation of Charmal-II Forest Plan, Charmal-III and Charmal-IV Mugpal L.I. Project under Rairakhol block in Sambalpur District","Installation of Charmal-II Forest Plan, Charmal-III and Charmal-IV Mugpal L.I. Project under Rairakhol block in Sambalpur District",Please refer Tender documents. ,NA ,"1,57,27,316",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Rairakhol,768106.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_58,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_58,EEOLICSBP-03/2025-26,"Installation of Charmal-II Forest Plan, Charmal-III and Charmal-IV Mugpal L.I. Project under Rairakhol block in Sambalpur District",Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 01:14 PM,technical_566035.pdf,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,13-Feb-2026 11:46 AM,finsummary_566035.pdf (479.91 KB),1.0,3267678.0,KESHAB CHANDRA SAHU,INR,"13,369,791.03",1,3267046,DEBADATTA KHAMARI,01-Dec-2025 12:54 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 03:56 PM,13-Feb-2026,"INR 13,369,791.03",120.0,CHITARANJAN PRADHAN,13-Feb-2026 03:56 PM,58.pdf (888.00 KB),Agreement Done,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:39 PM,22-Dec-2025 10:00 AM,techsummary_566035.pdf (600.91 KB),Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 04:51 PM,finance_566035.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3267678,KESHAB CHANDRA SAHU,01-Dec-2025 12:34 AM,Accepted-AOC,Award of Contract,13-Feb-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3268519,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 10:19 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3267247,MOHAMMAD ANISH,30-Nov-2025 10:44 PM,Rejected-Technical,He has JV registration out of stipulated period,21-Dec-2025 06:39 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3263488,PRAKASH KUMAR SWAIN,30-Nov-2025 12:41 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3268197,RAKESH RANJAN SAHU,30-Nov-2025 10:54 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
