Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,03-Feb-2026 04:43 PM,techsummary_571481.pdf (4233.11 KB),03-Feb-2026,"INR 107,894",60.0,Chittaranjan Mishra,03-Feb-2026 04:48 PM,694.pdf (414.00 KB),163P1 OF 2025-26,1,3314717,BHAGABAN PRADHAN,18-Dec-2025 04:42 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,1.0,3321667.0,MS J.D ELECTRICALS PROP-BINOD KUMAR ROUTARAY,INR,"107,894",Finance,Technical Evaluation Committee,Chittaranjan Mishra,03-Feb-2026 04:41 PM,finance_571481.pdf,BOQ Comparative Chart,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,03-Feb-2026 04:45 PM,finsummary_571481.pdf (4233.11 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_123129_1,TENDERONLINEDNAYAGARH72526,S/R to 4 nos of F type Qtr. building at Chandapur Police Station campus for the year 2025-26,AOC,1.0,CORRIGENDUM,Other,,1.0,ICICI BANK,600.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,S/R to 4 nos of F type Qtr. building at Chandapur Police Station campus for the year 2025-26,S/R to 4 nos of F type Qtr. building at Chandapur Police Station campus for the year 2025-26,NA ,NA ,"1,26,919",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,12-Dec-2026 10:01 AM,23-Dec-2025 11:00 AM,12-Dec-2025 09:15 AM,22-Dec-2025 05:30 PM,12-Dec-2025 09:15 AM ,22-Dec-2025 05:30 PM ,12-Dec-2025 09:15 AM,22-Dec-2025 05:30 PM,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH","1,269",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH72526,2025_CERWI_123129_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3313634,BIKRAM PRADHAN,19-Dec-2025 01:23 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3316475,DHRUBA CHARANA PARIDA,19-Dec-2025 12:19 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3319443,DIPAK PRADHAN,20-Dec-2025 03:48 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3300513,MISIRA KUMAR DHAR,13-Dec-2025 10:44 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3321667,MS J.D ELECTRICALS PROP-BINOD KUMAR ROUTARAY,22-Dec-2025 11:19 AM,Accepted-AOC,AOC,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3314730,PRANAYA PRATIK PATTANAIK,18-Dec-2025 04:53 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3322058,PURNIMA PARIDA,22-Dec-2025 02:44 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3306375,RANJAN KUMAR HARICHANDAN,20-Dec-2025 11:43 AM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3320175,sushama pradhan,21-Dec-2025 01:00 PM,Rejected-AOC,L1,03-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
