Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",0.0,Nil,Nil,No,Construction of 01 No. D Type Qtr at Kalamgadia PHC in the District of Mayurbhanj.,Construction of 01 No. D Type Qtr at Kalamgadia PHC in the District of Mayurbhanj.,Please refer Tender documents. ,NA ,"30,45,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",1.0,ICICI BANK,02-Dec-2025 01:00 PM,08-Dec-2025 05:30 PM,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,02-Dec-2025 01:00 PM ,08-Dec-2025 03:00 PM ,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,05(Onilne)/RWD/UDALA/2025-26,2025_CERWI_122336_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE RWD Udala,SE RWD Udala,"30,450",Yes,percentage,1.0%,Nil,Nil,AOC,SE RWD Udala,Internal,,Haripriya Behera,20-Feb-2026 06:39 PM,techsummary_568505.pdf (595.85 KB),SE RWD Udala,Internal,,Haripriya Behera,20-Feb-2026 06:42 PM,finsummary_568505.pdf (595.85 KB),Finance,12 Nos of bidders admitted,Haripriya Behera,20-Feb-2026 06:37 PM,,BOQ Comparative Chart,1.0,3285711.0,PRAMOD KUMAR GIRI,INR,"2,589,045.47",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_122336_17,05(Onilne)/RWD/UDALA/2025-26,Construction of 01 No. D Type Qtr at Kalamgadia PHC in the District of Mayurbhanj.,1,3289213,AJAY KUMAR SETHI,08-Dec-2025 02:45 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,20-Feb-2026,"INR 2,589,045.47",180.0,Haripriya Behera,20-Feb-2026 06:47 PM,Kalamgadia17A.pdf (382.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3288920,ARNAB KUMAR PRADHAN,08-Dec-2025 02:28 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3286884,BASANTI BEHERA,07-Dec-2025 08:22 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3281509,BHABESH CHANDRA PATTANAYAK,05-Dec-2025 06:41 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3276699,PATITAPABAN NAIK,04-Dec-2025 11:16 AM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3285711,PRAMOD KUMAR GIRI,07-Dec-2025 10:12 PM,Accepted-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3283127,RANAJIT KUMAR SETHI,07-Dec-2025 11:22 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3276972,SATYAPRAKASH PRADHAN,06-Dec-2025 05:17 AM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3289262,SHASHIKANTA BISWAL,08-Dec-2025 04:13 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3281344,SIBAYA SAMBIT NAYAK,05-Dec-2025 10:05 PM,Rejected-AOC,L1,20-Feb-2026 06:47 PM,,,,,,,AOC
