Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,06 (Six) bids has been received subject to evaluation by committee,MINAKETAN DAS,19-Dec-2024 12:50 PM,,SUDHANSU MOHAN SAMAL,Internal,SABYASACHI MOHANTY B B PANI DEBENDU MOHAPATRA SR PATTNAIK J N CHANDA A PRADHAN,Sidharth Pattnaik,27-Feb-2026 11:02 AM,finsummary_516835.pdf (694.12 KB),Orissa Mining Corporation,2024_OMC_107225_1,NIT No. 40/OMC/CIVIL/2024,Augmentation of Power Distribution system at various mines under J K Road Region.,1.0,2691457.0,UNITED ENGINEERS PVT LTD,INR,"169,864,500",Finance,Financial bid of 02 (Two) qualified bidders had been open.,NIBEDITA SAHOO,10-Mar-2025 04:24 PM,,BOQ Comparative Chart,27-Feb-2026,"INR 169,864,500",180.0,Sidharth Pattnaik,27-Feb-2026 03:28 PM,2024_OMC_107225_1.pdf (362.00 KB),Augmentation of Power Distribution system at various mines under J K Road Region.,1,2700079,ABHISEK CONTECH (i) PVT. LTD.,17-Dec-2024 05:27 PM,Rejected-Finance,NOT BEING L1,27-Feb-2026 11:02 AM,A K PAL,Internal,A PRADHAN J N CHANDRA S R PATTNAIK P K BISWAL N C BEHERA,Satyajit Jena,03-Mar-2025 05:37 PM,04-Mar-2025 05:00 PM,techsummary_516835.pdf (3367.08 KB),AOC,Augmentation of Power Distribution system at various mines under J K Road Region.,Augmentation of Power Distribution system at various mines under J K Road Region.,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,,Electrical Works,NA ,Tender,180.0,180.0,KALIAPANI,755028.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"GM(C), OMC Ltd.","Office of the GM(C), OMC Ltd., Bhubaneswar",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme",1.0,CORRIGENDUM-3,Date,,Orissa Mining Corporation,NIT No. 40/OMC/CIVIL/2024,2024_OMC_107225_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,"17,10,000",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,19-Nov-2024 02:00 PM,19-Dec-2024 11:00 AM,19-Nov-2024 02:00 PM,18-Dec-2024 05:00 PM,NA ,NA ,19-Nov-2024 02:00 PM,18-Dec-2024 05:00 PM,04-Mar-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2702080,EMPHORIA WORKS PRIVATE LIMITED,18-Dec-2024 04:57 PM,Rejected-Technical,Disqualified as per clause 10 sl 27 of NIT Vol 1 Commercial part,03-Mar-2025 05:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,FINANCIAL,2.0,CORRIGENDUM-2,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2702122,Gayatri Agency,18-Dec-2024 12:57 PM,Rejected-Technical,Disqualified as per clause 10 sl 27 of NIT Vol 1 Commercial part,03-Mar-2025 05:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2701395,M/s BASANTI ELECTRICALS AND CONSTRUCTION,17-Dec-2024 07:52 PM,Rejected-Technical,Disqualified as per clause 10 sl 27 of NIT Vol 1 Commercial part,03-Mar-2025 05:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2696045,M/s. S.K.Mohapatra,18-Dec-2024 04:11 PM,Rejected-Technical,Disqualified as per Clause 22.2 under qualification criteria Comm part,03-Mar-2025 05:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2691457,UNITED ENGINEERS PVT LTD,17-Dec-2024 04:39 PM,Accepted-AOC,L1,27-Feb-2026 03:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
