Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,5 Nos Bidders Participated,Antarjyami Das,19-Feb-2026 05:41 PM,,BOQ Comparative Chart,1.0,3340100.0,M/S BARUNESWAR TRADERS,INR,"1,337,113.47",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||JAJPUR Block,2025_PRJAJ_123593_3,Tender Online 02 JJB of 2025-26,"CONSTRUCTION OF COMPUTER LAB AT DPRC BUILDING ,JAJPUR FOR THE YEAR 2025-26",BDO,Internal,"AO, AE",Antarjyami Das,19-Feb-2026 05:58 PM,finsummary_572647.pdf (114.80 KB),BDO,Internal,"AO, AE",Antarjyami Das,19-Feb-2026 05:43 PM,techsummary_572647.pdf (114.80 KB),19-Feb-2026,"INR 1,337,113.47",180.0,Antarjyami Das,19-Feb-2026 06:01 PM,DPRC.pdf (115.00 KB),AWARD OF CONTRACT,1,3340488,AMIYA RANJAN DAS,30-Dec-2025 04:45 PM,Rejected-AOC,Disqualify,19-Feb-2026 06:02 PM,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||JAJPUR Block,Tender Online 02 JJB of 2025-26,2025_PRJAJ_123593_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,20-Dec-2025 04:30 PM,06-Jan-2026 11:30 AM,20-Dec-2025 04:30 PM,30-Dec-2025 05:00 PM,20-Dec-2025 04:30 PM ,29-Dec-2025 01:00 PM ,20-Dec-2025 04:30 PM,30-Dec-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,EMD,RC,PAN,GSTN,Affidavit and Other Documents as per DTCN","BDO,JAJPUR","PANCHYAT SAMITI,JAJPUR","20,600",No,fixed,,Nil,Nil,"CONSTRUCTION OF COMPUTER LAB AT DPRC BUILDING ,JAJPUR FOR THE YEAR 2025-26","CONSTRUCTION OF COMPUTER LAB AT DPRC BUILDING ,JAJPUR FOR THE YEAR 2025-26",Please refer Tender documents. ,NA ,"15,62,890",Civil Works - Buildings,NA ,Tender,90.0,180.0,JAJPUR,755001.0,NA ,NA ,NA ,"PANCHYAT SAMITI,JAJPUR",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3338276,MAHENDRA KUMAR PATI,30-Dec-2025 01:39 PM,Rejected-AOC,Disqualify,19-Feb-2026 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3340100,M/S BARUNESWAR TRADERS,30-Dec-2025 02:22 PM,Accepted-AOC,Qualify,19-Feb-2026 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3339494,SAI SWASTIK MOHANTY,30-Dec-2025 12:00 PM,Rejected-AOC,Disqualify,19-Feb-2026 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3339291,SANJAY KUMAR MALIK,30-Dec-2025 10:54 AM,Rejected-AOC,Disqualify,19-Feb-2026 06:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
