Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Superintending Engineer,Internal,"Saroj Sha,SE ,LK Bastia,DAO,N. Panna,AE,Estr",SAROJ SHA,15-Jan-2026 08:32 PM,techsummary_572725.pdf (697.14 KB),27-Jan-2026,"INR 1,079,524.58",90.0,SAROJ SHA,12-Feb-2026 05:51 PM,6SurapadarArijit.pdf (319.00 KB),Arijit Nayak is the Lottery winner,1,3332531,AKASH AGRAWAL,30-Dec-2025 09:53 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,Finance,Tender Opened,SAROJ SHA,14-Jan-2026 12:35 PM,finance_572725.pdf,BOQ Comparative Chart,1.0,3340721.0,ARIJIT NAYAK,INR,"1,079,524.58","CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_123561_6,SE MID BPT 08/2025-26,Sl 6 Improvement to Head Works and Distribution System of Sourapadar MIP in Kesinga Block of Kalahandi District under IDF for the year 2025-26,Superintending Engineer,Internal,"Saroj Sha,SE ,LK Bastia,DAO,N. Panna,AE,Estr",SAROJ SHA,16-Jan-2026 03:40 PM,finsummary_572725.pdf (697.14 KB),AOC,"6,000",0.0,Nil,Nil,No,22-Dec-2025 11:00 AM,01-Jan-2026 11:00 AM,22-Dec-2025 11:00 AM,31-Dec-2025 05:30 PM,22-Dec-2025 11:00 AM ,29-Dec-2025 05:00 PM ,22-Dec-2025 11:00 AM,31-Dec-2025 05:30 PM,1.0,ICICI BANK,Sl 6 Improvement to Head Works and Distribution System of Sourapadar MIP in Kesinga Block of Kalahandi District under IDF for the year 2025-26,Improvement to Head Works and Distribution System of Sourapadar MIP in Kesinga Block of Kalahandi District under IDF for the year 2025-26,Please refer Tender documents. ,NA ,"12,69,880",Civil Works - Others,Improvement work ,Tender,90.0,90.0,Kesinga,766012.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN","CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 08/2025-26,2025_CEMIB_123561_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,700",Yes,fixed,,Nil,Nil,"SE, M.I. Division, Kalahandi, Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",AOC
,,,,,,,,,,,,,2,3341017,AMILAL NAIK,31-Dec-2025 10:26 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3340721,ARIJIT NAYAK,31-Dec-2025 01:22 PM,Accepted-AOC,AOC issued to Sri Nayak,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3340733,DIBAKAR PANDA,31-Dec-2025 01:11 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3340853,DOLAMANI CHOUDHURY,30-Dec-2025 10:11 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3339879,KAILASH CHANRA PRADHAN,31-Dec-2025 08:11 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3328319,NEMICHAND AGRAWAL,29-Dec-2025 12:11 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3334252,PRATAP KISHOR NAIK,30-Dec-2025 07:35 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3328262,RAJESH DAS,29-Dec-2025 12:43 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3331423,Rama Chandra Padhan,27-Dec-2025 11:08 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3329336,SEHAJADI BANO,29-Dec-2025 08:50 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3340694,SHASHI BHUSAN PRAHARAJ,31-Dec-2025 08:48 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3334862,SUDHANSU SEKHAR BEHERA,28-Dec-2025 09:13 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3338261,UDAYANATH CHHATRIA,29-Dec-2025 11:28 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3341313,UPENDRA KUMAR BHOI,31-Dec-2025 03:27 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3334273,UPENDRA NAIK,28-Dec-2025 05:42 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
