Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,Technical Evaluation committee,Chittaranjan Mishra,06-Feb-2026 06:58 PM,finance_572206.pdf,BOQ Comparative Chart,1.0,3332400.0,PRAMOD BISWAL,INR,"431,652",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_123433_1,TENDERONLINEDNAYAGARH82526,S/R to MDR-68 to Puania road such as paver block over existing damaged CC road in village area for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,06-Feb-2026 07:02 PM,finsummary_572206.pdf (512.12 KB),EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,06-Feb-2026 07:00 PM,techsummary_572206.pdf (512.12 KB),1.0,3332400.0,PRAMOD BISWAL,28-Dec-2025 10:06 PM,Accepted-AOC,AOC,06-Feb-2026 07:04 PM,06-Feb-2026,"INR 431,652",60.0,Chittaranjan Mishra,06-Feb-2026 07:04 PM,824.pdf (431.00 KB),182P1 OF 2025-26,AOC,"5,078",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,"4,000",0.0,Nil,Nil,No,1,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH82526,2025_CERWI_123433_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18-Dec-2025 11:40 AM,30-Dec-2025 11:00 AM,18-Dec-2025 11:40 AM,29-Dec-2025 05:30 PM,18-Dec-2025 11:40 AM ,29-Dec-2025 05:30 PM ,18-Dec-2025 11:40 AM,29-Dec-2025 05:30 PM,S/R to MDR-68 to Puania road such as paver block over existing damaged CC road in village area for the year 2025-26,S/R to MDR-68 to Puania road such as paver block over existing damaged CC road in village area for the year 2025-26,NA ,NA ,"5,07,767",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,Boq,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
