Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,all 2nos,Ashirbad Panda,28-Oct-2025 01:15 PM,finance_557233.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,2025_CERWI_119628_41,Tenderonline SBPR 04 OF 25-26,Construction of Yoga hall of Infrastructural Development of Ayushman Arogya Mandir (Ayush)at GHD Bishalkhinda in the district of Sambalpur for 25-26,1.0,3155553.0,ANJAN KUMAR SAHU,INR,"356,825",1,3155553,ANJAN KUMAR SAHU,26-Oct-2025 06:56 PM,Accepted-AOC,aoc,21-Feb-2026 05:28 PM,21-Feb-2026,"INR 356,825",120.0,Ashirbad Panda,21-Feb-2026 05:27 PM,111.pdf (193.00 KB),aoc,SE,Internal,,Ashirbad Panda,21-Feb-2026 05:25 PM,techsummary_557233.pdf (193.30 KB),SE,Internal,,Ashirbad Panda,21-Feb-2026 05:26 PM,finsummary_557233.pdf (193.30 KB),AOC,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,Tenderonline SBPR 04 OF 25-26,2025_CERWI_119628_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE RW Divn Sambaplpur,SE RW Divn Sambaplpur,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,"4,200",Yes,percentage,1.0%,Nil,Nil,20-Oct-2025 02:00 PM,28-Oct-2025 10:00 AM,20-Oct-2025 02:00 PM,27-Oct-2025 05:00 PM,20-Oct-2025 02:00 PM ,26-Oct-2025 02:00 PM ,20-Oct-2025 02:00 PM,27-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"online proof copy of tender cost, EMD, GSTIN,PAN,RC, Affidavit etc.",Construction of Yoga hall of Infrastructural Development of Ayushman Arogya Mandir (Ayush)at GHD Bishalkhinda in the district of Sambalpur for 25-26,Construction of Yoga hall of Infrastructural Development of Ayushman Arogya Mandir (Ayush)at GHD Bishalkhinda in the district of Sambalpur for 25-26,Please refer Tender documents. ,NA ,"4,20,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Sambalpur,768001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SAMBALPUR",No ,No,AOC
,,,,,,,,,,,,,,,2,3151098,M/s PRATEEK CONSTRUCTIONS,26-Oct-2025 11:11 AM,Rejected-Technical,ok,21-Feb-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,AOC
