Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-4/25-26,2025_STSCD_121091_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,12-Nov-2025 05:00 PM,28-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,NA ,NA ,12-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,04-Dec-2025 01:40 PM,Construction of 100 seated Hostel Building at Govt. Upper Primary School at Mundigada under Tumudibandha Block,Construction of 100 seated Hostel Building at Govt. Upper Primary School at Mundigada under Tumudibandha Block,Please refer Tender documents. ,NA ,"2,31,10,166",Civil Works - Buildings,NA ,Tender,270.0,270.0,Govt. Upper Primary School at Mundigada under Tumu,762103.0,NA ,NA ,NA ,PA ITDA BALLIGUDA,No ,No,1.0,ICICI BANK,PA ITDA BALLIUDA,PA ITDA BALLIUDA,1.0,Fee/PreQual/Technical,.pdf,Detail Tender Call Notice,"2,31,102",Yes,fixed,,Nil,Nil,AOC,1,3257756,AJIT MALLICK,26-Nov-2025 04:22 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,13-Feb-2026,"INR 19,645,952",270.0,Sudarsan Behera,13-Feb-2026 05:31 PM,8.pdf (449.00 KB),it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,Finance,All documents are ok,BAIKUNTHANATH BEHERA,13-Feb-2026 10:53 AM,finance_563491.pdf,BOQ Comparative Chart,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,04-Dec-2025 01:33 PM,04-Dec-2025 01:40 PM,techsummary_563491.pdf (210.56 KB),PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,BAIKUNTHANATH BEHERA,13-Feb-2026 12:24 PM,finsummary_563491.pdf (210.52 KB),ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_121091_8,PA (ITDA)-BLG-4/25-26,Construction of 100 seated Hostel Building at Govt. Upper Primary School at Mundigada under Tumudibandha Block,Technical,Total Eleven Bidders,Sudarsan Behera,04-Dec-2025 12:57 PM,technical_563491.pdf,1.0,3256231.0,PRAMOD KUMAR SAHOO,INR,"19,645,952",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,AOC,2,3257233,BABAMANI SAHU,26-Nov-2025 02:00 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3259948,"MANORAMA TRADE LINK, PROP-ASWINI KUMAR ACHARYA",27-Nov-2025 01:54 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3259995,NITESH KUMAR JAIN,27-Nov-2025 02:42 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3256231,PRAMOD KUMAR SAHOO,26-Nov-2025 10:26 AM,Accepted-AOC,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3260360,RANJIT KUMAR PATRA,27-Nov-2025 04:27 PM,Not Admitted-Fee/PreQual/Technical,Others-Relevant work experience not submitted.,04-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3260531,SAHIL KUMAR RAY,27-Nov-2025 03:47 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3259127,SANJAYA KUMAR GOUDA,27-Nov-2025 10:37 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3256470,Sanjay Kumar Panda,26-Nov-2025 11:59 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3258667,Subrata Kumar Mohanty,26-Nov-2025 09:12 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3229649,UMA KANTA NAIK,24-Nov-2025 04:11 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri. Pramod Kumar Sahu came as the winner,13-Feb-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
