Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Kamperkela to Timi road,Kamperkela to Timi road,Please refer Tender documents. ,NA ,"30,64,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W.Division, Angul",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD Online, RC PAN GST Affidavit regarding correctness No relation Certificate","6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-06,2025_CERWI_119974_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R.W.Division, Angul","Executive Engineer, R.W.Division, Angul",24-Oct-2025 12:45 PM,30-Oct-2025 06:00 PM,24-Oct-2025 12:45 PM,30-Oct-2025 05:00 PM,24-Oct-2025 12:45 PM ,29-Oct-2025 05:00 PM ,24-Oct-2025 12:45 PM,30-Oct-2025 05:00 PM,"30,640",Yes,fixed,,Nil,Nil,AOC,EE,Internal,DAO Est,Raju Dhaunlia,19-Feb-2026 07:15 PM,techsummary_557956.pdf (198.52 KB),EE,Internal,DAO Est,Raju Dhaunlia,19-Feb-2026 07:19 PM,finsummary_557956.pdf (198.52 KB),Finance,12 Bid found,Raju Dhaunlia,19-Feb-2026 07:12 PM,finance_557956.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2025_CERWI_119974_13,Online AGL-06,Kamperkela to Timi road,1.0,3167164.0,RASHMITA BEHERA,INR,"3,073,643",1,3164264,ARCHANA PRADHAN,29-Oct-2025 05:50 AM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,19-Feb-2026,"INR 3,073,643",60.0,Raju Dhaunlia,19-Feb-2026 07:22 PM,Tim197.pdf (782.00 KB),197P-I,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3161662,BRAJA KISHORE GARNAYAK,27-Oct-2025 11:25 PM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3167173,DILIP KUMAR MOHANTY,30-Oct-2025 11:33 AM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3166819,GHANASHYAM JIT,30-Oct-2025 09:36 AM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3163213,Nandini Pradhan,28-Oct-2025 02:28 PM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3159647,PRANAB KUMAR PRADHAN,28-Oct-2025 07:13 AM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3166785,PRATAP KUMAR PANI,30-Oct-2025 11:07 AM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3164177,RAJESH KUMAR BEHERA,29-Oct-2025 06:16 AM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3167164,RASHMITA BEHERA,30-Oct-2025 11:45 AM,Accepted-AOC,OK,19-Feb-2026 07:22 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3167955,SARBESWAR SAHOO,30-Oct-2025 02:42 PM,Rejected-Finance,Not won,19-Feb-2026 07:19 PM,,,,,,,,AOC
