S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3051941.0,SRI RABINDRA KUMAR SAHOO,INR,"60,536,349",Technical,total 7 nos document downloaded,Usharani Behera,06-Sep-2025 12:00 PM,,CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_117006_3,Tender Online RWC-13-25,Improvement to Sukarpada-Haladharpur road 1.80 km CC road to Gobindapur road 1.20 km and Bantalo to Kurujanga road 3.00km under MMSY in the dist of Cuttack for the year 2024-25,C.C.E.R.W.Circle Cuttack,Internal,EE RW Division-II Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,28-Oct-2025 01:35 PM,finsummary_549977.pdf (408.49 KB),C.C.E.R.W.Circle Cuttack,Internal,EE RW Division-II Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,26-Sep-2025 01:47 PM,03-Oct-2025 05:30 PM,techsummary_549977.pdf (687.22 KB),Finance,total 7 nos document downloaded,Usharani Behera,16-Oct-2025 04:10 PM,,BOQ Comparative Chart,1,3053778,AMLAN SAMAL,30-Aug-2025 11:04 PM,Rejected-AOC,Unsucessful bidder,10-Feb-2026 11:32 AM,10-Feb-2026,"INR 60,536,349",270.0,Usharani Behera,10-Feb-2026 11:32 AM,agmt.pdf (206.00 KB),Agmt Drawn,AOC,20-Aug-2025 02:00 PM,04-Sep-2025 11:30 AM,20-Aug-2025 02:00 PM,03-Sep-2025 05:00 PM,20-Aug-2025 02:00 PM ,03-Sep-2025 02:00 PM ,20-Aug-2025 02:00 PM,03-Sep-2025 05:00 PM,03-Oct-2025 05:30 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-13-25,2025_CERWI_117006_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship",Improvement to Sukarpada-Haladharpur road 1.80 km CC road to Gobindapur road 1.20 km and Bantalo to Kurujanga road 3.00km under MMSY in the dist of Cuttack for the year 2024-25,Improvement to Sukarpada-Haladharpur road 1.80 km CC road to Gobindapur road 1.20 km and Bantalo to Kurujanga road 3.00km under MMSY in the dist of Cuttack for the year 2024-25,Please refer Tender documents. ,NA ,"7,12,10,857",Civil Works - Roads,NA ,Tender,90.0,270.0,Cuttack,753004.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,"10,000",0.0,Nil,Nil,No,"7,12,109",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3062411,DILIP KUMAR SAMAL,03-Sep-2025 01:28 PM,Rejected-Finance,Unsucessful bidder,28-Oct-2025 01:35 PM,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3056064,Kamal Lochan Das,02-Sep-2025 03:42 PM,Rejected-Finance,Unsucessful bidder,28-Oct-2025 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3061179,M/S. DEBI PRASAD TRIPATHY,02-Sep-2025 02:18 PM,Rejected-AOC,Unsucessful bidder,10-Feb-2026 11:32 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3058560,M/S GOURAV CONTRUCTION,03-Sep-2025 12:43 PM,Rejected-Finance,Unsucessful bidder,28-Oct-2025 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3062478,SRI BANSHIDHAR PANDA,03-Sep-2025 02:27 PM,Rejected-Finance,Unsucessful bidder,28-Oct-2025 01:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3051941,SRI RABINDRA KUMAR SAHOO,27-Aug-2025 11:08 PM,Accepted-AOC,Sucessful L1bidder selected through lottery,10-Feb-2026 11:32 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
