Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 02:47 PM,finance_565840.pdf,BOQ Comparative Chart,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 05:21 PM,22-Dec-2025 10:00 AM,techsummary_565840.pdf (1311.99 KB),1,3268596,Anup kumar agrawal,01-Dec-2025 04:23 PM,Rejected-AOC,Not Award of Contract,04-Feb-2026 11:54 AM,04-Feb-2026,"INR 8,824,112.27",120.0,CHITARANJAN PRADHAN,04-Feb-2026 11:54 AM,42.pdf (900.00 KB),Agreement Done,1.0,3268683.0,JAYAJIT KUMAR SAHOO,INR,"8,824,112.27",Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,04-Feb-2026 11:27 AM,finsummary_565840.pdf (568.58 KB),Technical,Tender Open,CHITARANJAN PRADHAN,03-Dec-2025 11:27 AM,technical_565840.pdf,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_42,EEOLICSBP-03/2025-26,Installation of Meghpal Piplakani and Meghpal Khadiberna L.I. Project under Jujomura block in Sambalpur District,AOC,"1,03,801",Yes,percentage,1.0%,Nil,Nil,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents","11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_42,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Installation of Meghpal Piplakani and Meghpal Khadiberna L.I. Project under Jujomura block in Sambalpur District,Installation of Meghpal Piplakani and Meghpal Khadiberna L.I. Project under Jujomura block in Sambalpur District,Please refer Tender documents. ,NA ,"1,03,80,087",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Jujomura,768105.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,AOC
,,,,,,,,,,,,,2,3269177,BISWARANJAN SATAPATHY,01-Dec-2025 02:14 PM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3267253,DIPAK RANJAN BEHERA,29-Nov-2025 08:49 PM,Rejected-AOC,Not Award of Contract,04-Feb-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3268683,JAYAJIT KUMAR SAHOO,01-Dec-2025 04:53 AM,Accepted-AOC,Award of Contract,04-Feb-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3267579,KISANPRAKASH DAS,30-Nov-2025 03:45 PM,Rejected-Technical,"He has no mention of work, DTCN in JV",21-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3267770,MISHRA ELECTRICAL AND CONSTRUCTION,30-Nov-2025 01:24 PM,Rejected-Technical,He has only one year experience certificate uploaded,21-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3267213,MOHAMMAD ANISH,30-Nov-2025 09:58 PM,Rejected-Technical,He has JV registration out of stipulated period,21-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3268345,MS Shree Shyam and Co,01-Dec-2025 01:49 PM,Rejected-AOC,Not Award of Contract,04-Feb-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3268384,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",01-Dec-2025 10:07 AM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3260964,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 11:59 AM,Rejected-AOC,Not Award of Contract,04-Feb-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
