Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"11,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,VALID CI ENLISTMENT CERTIFICATE OF OCC LTD etc.",29-Aug-2025 03:30 PM,19-Sep-2025 12:00 PM,29-Aug-2025 03:30 PM,18-Sep-2025 05:30 PM,29-Aug-2025 03:30 PM ,05-Sep-2025 03:30 PM ,29-Aug-2025 03:30 PM,18-Sep-2025 05:30 PM,20-Nov-2025 04:30 PM,"2,30,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.40/OCCL/2025-26(on-line),2025_OCCL_117459_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Canal lining and renovation of Sankarda Distributary from RD 0.00Km to 4.00Km including widening, extension of structures.","Canal lining and renovation of Sankarda Distributary from RD 0.00Km to 4.00Km including widening, extension of structures.",AS PER DTCN. ,NA ,"2,29,56,514",Civil Works - Others,NA ,Tender,90.0,180.0,Kotpad town in Koraput district.,764058.0,NA ,NA ,NA ,"HEAD OFFICE, OCCL",No ,No,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION LTD., UNIT - VIII, GOPABANDHUNAGAR, BBSR-751012",AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,20-Nov-2025 01:19 PM,20-Nov-2025 04:30 PM,techsummary_550668.pdf (1568.57 KB),ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117459_1,E-procurement Notice No.40/OCCL/2025-26(on-line),"Canal lining and renovation of Sankarda Distributary from RD 0.00Km to 4.00Km including widening, extension of structures.",1.0,3073931.0,HARA PRASAD NAYAK,INR,"19,515,333",Technical,Opened Successfully.,Pratap Chandra Chaudhury,19-Sep-2025 01:06 PM,,1,3085623,ANUP BUILDERS,18-Sep-2025 10:11 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,Finance,Opened Successfully.,Pratap Chandra Chaudhury,20-Nov-2025 06:02 PM,,BOQ Comparative Chart,MANAGING DIRECTOR OF OCC LTD.,Internal,,Sarat Chandra Ghadei,09-Jan-2026 01:29 PM,finsummary_550668.pdf (2372.83 KB),12-Jan-2026,"INR 19,515,333",180.0,Sarat Chandra Ghadei,17-Feb-2026 01:17 PM,TSP_08.pdf (681.00 KB),AOC,AOC
,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3083641,BHASKAR CHANDRA NAYAK,18-Sep-2025 01:41 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3073931,HARA PRASAD NAYAK,12-Sep-2025 05:33 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,17-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3085175,JANMEJAYA CHHOTARAY,17-Sep-2025 03:43 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3085406,JMBG CONSTRUCTION,18-Sep-2025 12:07 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3079397,KAILASH PANDA,18-Sep-2025 12:27 AM,Rejected-Technical,Non-Responsive.,20-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3080661,"M/S ARNAV CONSTRUCTION, PROP. DIBYA KISHOR PADHI",16-Sep-2025 05:57 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3086313,M/s Tara Tarini Constructions Pvt. Ltd.,18-Sep-2025 02:59 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3085573,SANDEEP KUMAR BEHERA,18-Sep-2025 12:32 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3086730,Somnath Patra,18-Sep-2025 05:22 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
