Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
ST and SC Development Deptt||ITDA Paralakhemundi,2025_STSCD_117654_40,ITDAPKD/04/2025-26,Construction of Multipurpose Community Centre of Mohana GP at Village Mohana under Mohana Block,1.0,3091530.0,JOCHHANA RANI SAHU,INR,"2,016,869",1.0,3091530.0,JOCHHANA RANI SAHU,20-Sep-2025 09:39 PM,Accepted-AOC,L1 LOTTARY WINER BIDDER WORK AWARDED TO JOCHHANA RANI SAHU,18-Feb-2026 02:19 PM,18-Feb-2026,"INR 2,016,869",180.0,SANDHYA RANI SABAR,18-Feb-2026 02:19 PM,40.pdf (127.00 KB),L1 LOTTARY WINER BIDDER WORK AWARDED TO JOCHHANA RANI SAHU,Finance,L1 LOTTARY WINER BIDDER WORK AWARDED TO JOCHHANA RANI SAHU,SANDHYA RANI SABAR,18-Feb-2026 02:03 PM,finance_551614.pdf,BOQ Comparative Chart,AnshumanMahapatra,Internal,PAITDA,SANDHYA RANI SABAR,18-Feb-2026 02:08 PM,finsummary_551614.pdf (127.39 KB),Anshuman Mahapatra,Internal,"AEE,ITDA ,SE,IRRIGATION, SECTION OFFICER, ITDA, APD(TECH) ZILLA PARISAD",SANDHYA RANI SABAR,18-Feb-2026 02:05 PM,techsummary_551614.pdf (127.38 KB),AOC,Construction of Multipurpose Community Centre of Mohana GP at Village Mohana under Mohana Block,Construction of Multipurpose Community Centre of Mohana GP at Village Mohana under Mohana Block,Please refer Tender documents. ,NA ,"23,72,508",Civil Works - Buildings,Building ,Tender,90.0,180.0,MOHANA,761015.0,NA ,NA ,NA ,"o/o Project AdminiProject strator, Paralakhemundi,",No ,No,1.0,ICICI BANK,"23,725",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"Project Administrator, Paralakhemundi,Gajapati","Project Administrator, Paralakhemundi,Gajapati","6,000",0.0,Nil,Nil,Yes,ST and SC Development Deptt||ITDA Paralakhemundi,ITDAPKD/04/2025-26,2025_STSCD_117654_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,NA ,NA ,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,AOC
,,,,,,,,,2.0,3093679.0,SANJAYA KUMAR GOUDA,22-Sep-2025 10:57 AM,Rejected-Technical,unsuccessful bidder,18-Feb-2026 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
