S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, PAN, Valid GST, RC, Affidavit and other documents as per DTCN","2,728",Yes,percentage,1.0%,Nil,Nil,24-Dec-2025 11:00 AM,05-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-04/2025-26,2025_ORULB_123686_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Beautification of Biju Pattnaik Bus Stand in Ward No 08 at Kamakhyanagar NAC,Beautification of Biju Pattnaik Bus Stand in Ward No 08 at Kamakhyanagar NAC,Please refer Tender documents. ,NA ,"2,72,828",Civil Works - Others,NA ,Tender,90.0,30.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,"Executive Officer, Kamakhyanagar NAC",No ,No,"2,000",0.0,Nil,Nil,No,AOC,1,3340159,BIRAJA PRASAD SASMAL,30-Dec-2025 03:52 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,10-Feb-2026,"INR 231,931",30.0,Pradata Sahoo,10-Feb-2026 04:48 PM,subash3.pdf (678.00 KB),DUE TO L1 IN LOTERY,EO,Internal,"EO, AE, JE, DA",Pradata Sahoo,10-Feb-2026 04:39 PM,techsummary_572983.pdf (678.10 KB),Municipal Bodies||Kamakhyanagar NAC,2025_ORULB_123686_3,KNR-NAC-04/2025-26,Beautification of Biju Pattnaik Bus Stand in Ward No 08 at Kamakhyanagar NAC,EO,Internal,"EO, AE, JE, DA",Pradata Sahoo,10-Feb-2026 04:44 PM,finsummary_572983.pdf (678.10 KB),Finance,OPENING SUSCESSFULLY,Pradata Sahoo,05-Jan-2026 01:04 PM,,BOQ Comparative Chart,1.0,3342929.0,SUBASH CHANDRA JENA,INR,"231,931",AOC
2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3342854,HIMANSU BHUSAN MAHUNTA,03-Jan-2026 11:34 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3341770,JAJNESWAR NAIK,01-Jan-2026 04:52 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3341572,MANASA RANJAN KHATUA,31-Dec-2025 10:57 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3342133,NETRANANDA SAHOO,02-Jan-2026 10:19 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3343256,PRABIN KUMAR ROUT,03-Jan-2026 01:16 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3341601,RASHMITA ROUT,01-Jan-2026 10:58 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3333807,SAROJ KUMAR BISWAL,30-Dec-2025 12:49 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3343216,SHAKTI PRASADJEE,03-Jan-2026 01:10 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,10-Feb-2026 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3342929,SUBASH CHANDRA JENA,02-Jan-2026 09:29 PM,Accepted-AOC,DUE TO L1 IN LOTERY,10-Feb-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
