Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Finance,L1 BIDDER WIN BY LOTTERY AND WORK AWARDED TO SANJAYA KUMAR SETHI,SANDHYA RANI SABAR,06-Feb-2026 10:49 AM,finance_551581.pdf,BOQ Comparative Chart,ST and SC Development Deptt||ITDA Paralakhemundi,2025_STSCD_117654_31,ITDAPKD/04/2025-26,Construction of Additional Classroom at Sabarpalli Ashram School under RUdayagiri Block,1.0,3092495.0,SANJAYA KUMAR SETHI,INR,"2,141,671",1,3095021,JANI JOGENDRA,22-Sep-2025 03:33 PM,Rejected-Technical,Unsuccessful bidder,06-Feb-2026 10:53 AM,06-Feb-2026,"INR 2,141,671",180.0,SANDHYA RANI SABAR,06-Feb-2026 11:09 AM,31.pdf (110.00 KB),L1 BIDDER WIN BY LOTTERY AND WORK AWARDED TO SANJAYA KUMAR SETHI,Anshuman Mahapatra,Internal,"AEE,ITDA ,SE,IRRIGATION, SECTION OFFICER, ITDA, APD(TECH) ZILLA PARISAD",SANDHYA RANI SABAR,06-Feb-2026 10:53 AM,techsummary_551581.pdf (110.03 KB),Anshuman Mahapatra,Internal,paitda,SANDHYA RANI SABAR,06-Feb-2026 11:03 AM,finsummary_551581.pdf (110.03 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,12-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,NA ,NA ,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,ST and SC Development Deptt||ITDA Paralakhemundi,ITDAPKD/04/2025-26,2025_STSCD_117654_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Project Administrator, Paralakhemundi,Gajapati","Project Administrator, Paralakhemundi,Gajapati","6,000",0.0,Nil,Nil,No,"25,193",Yes,fixed,,Nil,Nil,Construction of Additional Classroom at Sabarpalli Ashram School under RUdayagiri Block,Construction of Additional Classroom at Sabarpalli Ashram School under R Udayagiri Block,Please refer Tender documents. ,NA ,"25,19,316",Civil Works - Buildings,Building ,Tender,90.0,180.0,SABARAPALLI,761016.0,NA ,NA ,NA ,"o/o Project AdminiProject strator, Paralakhemundi,",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,3092230,LABA JENA,21-Sep-2025 01:34 PM,Rejected-Technical,unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,3093420,NIRAKAR SABAR,22-Sep-2025 09:52 AM,Rejected-Technical,Unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3095026,PRAMILA PUJARI,22-Sep-2025 03:59 PM,Rejected-Technical,Unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3092495,SANJAYA KUMAR SETHI,22-Sep-2025 02:21 PM,Accepted-AOC,L1 BIDDER WIN BY LOTTERY AND WORK AWARDED TO SANJAYA KUMAR SETHI,06-Feb-2026 11:10 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3091244,SANKAR SABAR,21-Sep-2025 01:04 PM,Rejected-Technical,unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3095232,SARATHI NAHAK,22-Sep-2025 04:16 PM,Rejected-Technical,Unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3092369,SUKANTA BISWAL,22-Sep-2025 07:06 AM,Rejected-Technical,Unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3090887,TUSHAAR NANDAN PATI,20-Sep-2025 04:40 PM,Rejected-Technical,unsuccessful bidder,06-Feb-2026 10:53 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
