Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"93,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other documents as per DTCN",03-Dec-2025 10:00 AM,15-Dec-2025 10:00 AM,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,NA ,NA ,03-Dec-2025 10:00 AM,12-Dec-2025 05:00 PM,19-Dec-2025 11:05 AM,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",05/BGR/2025-26,2025_CEMIB_122431_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Karlamal Check Dam in Khaprakhol Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Construction of Karlamal Check Dam in Khaprakhol Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,Please refer Tender documents. ,NA ,"93,78,343",Civil Works - Water Works,NA ,Tender,90.0,120.0,Khaprakhol,767028.0,NA ,NA ,NA ,"O/o the SE, M.I. Division,Balangir",No ,No,"SE, M.I. Division,Balangir","O/o the SE, M.I. Division,Balangir",AOC,RN SETHI,Internal,,Rabindranath Sethi,09-Feb-2026 11:34 AM,finsummary_568898.pdf (347.02 KB),Technical,RN SETHI,Rabindranath Sethi,19-Dec-2025 10:56 AM,technical_568898.pdf,RN SETHI,Internal,,Rabindranath Sethi,19-Dec-2025 10:59 AM,19-Dec-2025 11:05 AM,techsummary_568898.pdf (303.95 KB),Finance,RN SETHI,Rabindranath Sethi,09-Feb-2026 11:25 AM,finance_568898.pdf,BOQ Comparative Chart,1,3297200,ABHIJEET MANDAL,12-Dec-2025 04:02 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,1.0,3296323.0,BIJAYA KUMBHAR,INR,"9,407,585","CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_122431_12,05/BGR/2025-26,Construction of Karlamal Check Dam in Khaprakhol Block of Balangir District under the scheme MATY 3.0 for the year 2025-26,24-Feb-2026,"INR 9,407,585",120.0,Rabindranath Sethi,24-Feb-2026 01:41 PM,karlamal.pdf (216.00 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3297916,AMAN BANSAL,12-Dec-2025 03:33 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3295355,Bhawani Sankar Harpal,11-Dec-2025 05:08 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3296323,BIJAYA KUMBHAR,12-Dec-2025 02:24 PM,Accepted-AOC,Accepted,24-Feb-2026 01:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3292168,CHIRAG KUMAR JAIN,09-Dec-2025 06:09 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3293912,CHITRA SEN PRADHAN,10-Dec-2025 06:59 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3297131,DEBESH KUMAR NAG,12-Dec-2025 12:28 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3294334,DEVRAJ RANA,10-Dec-2025 10:40 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3293971,Dinesh Kumar Agrawal,10-Dec-2025 07:18 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3291213,DIPAK KUMAR AGRAWAL,09-Dec-2025 12:30 PM,Rejected-Finance,Rejected,09-Feb-2026 11:34 AM,,,,,,,,,,,,,,,,AOC
