Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage
Finance,Notesheet,Lopamudra Nanda,04-Feb-2026 12:22 PM,finance_558251.pdf,BOQ Comparative Chart,1.0,3173681.0,DINESH RANJAN SAHOO,INR,"3,541,687",EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,2025_EICCL_120061_1,S.E. BLG-12/2025-26,Construction of Budaguda Out Post (OP) at Budaguda in the district of Kandhamal for the year 2025-26. Building,SE,Internal,DAO,Lopamudra Nanda,04-Feb-2026 12:36 PM,finsummary_558251.pdf (698.55 KB),SE,Internal,DAO,Lopamudra Nanda,04-Feb-2026 12:25 PM,techsummary_558251.pdf (750.02 KB),1,3153722,DEBASISH MOHANTY,01-Nov-2025 11:16 AM,Rejected-Finance,Highest Quoted bidders,04-Feb-2026 12:36 PM,04-Feb-2026,"INR 3,541,687",120.0,Dinesh Kumar Sahu,04-Feb-2026 05:56 PM,agrtbudagudaop.pdf (816.00 KB),The work is awarded to Sri Dinesh Ranjan Sahoo being 14.99% less than the estimated cost,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,TPC GSTIN EMD RC and other required documents mentioned as per DTCN,Construction of Budaguda Out Post (OP) at Budaguda in the district of Kandhamal for the year 2025-26. Building,Construction of Budaguda Out Post (OP) at Budaguda in the district of Kandhamal for the year 2025-26. Building,NA ,NA ,"41,66,201",Civil Works - Buildings,NA ,Tender,90.0,120.0,Kandhamal,762103.0,NA ,NA ,NA ,"ROADS and BUILDINGS DIVISION, BALLIGUDA",No ,No,"42,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,S.E. BLG-12/2025-26,2025_EICCL_120061_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,25-Oct-2025 05:00 PM,04-Nov-2025 11:30 AM,25-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,25-Oct-2025 05:00 PM ,03-Nov-2025 05:00 PM ,25-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,1.0,ICICI BANK,Divisional Officer,"ROADS and BUILDINGS DIVISION, BALLIGUDA",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3173681,DINESH RANJAN SAHOO,03-Nov-2025 10:33 AM,Accepted-AOC,The work is awarded to Sri Dinesh Ranjan Sahoo,04-Feb-2026 05:56 PM,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3176194,SANJAYA KUMAR GOUDA,03-Nov-2025 10:10 AM,Rejected-Finance,Highest Quoted bidders,04-Feb-2026 12:36 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
