EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"12,700",Yes,fixed,,Nil,Nil,Periodical maintenance of NH-217 - Kolda ch.2/700 to 4/800 for the year 2025-26,Periodical maintenance of NH-217 - Kolda ch.2/700 to 4/800 for the year 2025-26,As per DTCN ,NA ,"12,60,090",Civil Works - Roads,NA ,Tender,90.0,30.0,NUAPADA,766105.0,NA ,NA ,NA ,"O/o the S.E.R.W.Division,Nuapada",No ,No,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,RWNPD-03/2025-26,2025_CERWI_122146_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer,"O/o the S.E.R.W.Division,Nuapada",28-Nov-2026 10:09 AM,09-Dec-2025 11:00 AM,28-Nov-2025 06:00 PM,08-Dec-2025 05:00 PM,28-Nov-2025 06:00 PM ,07-Dec-2025 05:00 PM ,28-Nov-2025 06:00 PM,08-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT,EMD AND OTHER DOCUMENTS AS PER DTCN",AOC,Technical,Internal,EE DAO Estimator,Raj Kumar Meher,06-Feb-2026 05:08 PM,techsummary_567955.pdf (1314.40 KB),Financial,Internal,EE DAO Estimator,Raj Kumar Meher,06-Feb-2026 05:15 PM,finsummary_567955.pdf (1314.40 KB),Finance,Tender open,Raj Kumar Meher,06-Feb-2026 05:00 PM,,BOQ Comparative Chart,06-Feb-2026,"INR 1,071,203",30.0,Raj Kumar Meher,06-Feb-2026 05:22 PM,AOC.pdf (569.00 KB),AOC,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,2025_CERWI_122146_15,RWNPD-03/2025-26,Periodical maintenance of NH-217 - Kolda ch.2/700 to 4/800 for the year 2025-26,1.0,3287273.0,ALIA KHAN,INR,"1,071,203",1,3287273,ALIA KHAN,08-Dec-2025 12:30 AM,Accepted-AOC,Accepted,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.xls,Bill of Quanity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3283283,ANITH KUMAR THANAPATI,07-Dec-2025 06:17 AM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3286016,BIKASH KUMAR PANDA,07-Dec-2025 10:17 PM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3283485,DHIBAR DHARUA,07-Dec-2025 12:11 AM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3287369,KANTI SAHU,08-Dec-2025 09:50 AM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3289471,MANAS RANJAN BIBHAR,08-Dec-2025 03:24 PM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3276548,MANPRIT KOUR,07-Dec-2025 03:06 AM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3285562,NANDLAL GUPTA,07-Dec-2025 12:40 PM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3283307,NEELAM GUPTA,08-Dec-2025 09:06 AM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3289761,PRATAP KISHOR NAIK,08-Dec-2025 04:43 PM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3289930,PRATIMA SAHU,08-Dec-2025 04:33 PM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3278930,PRITAM KUMAR SAHU,05-Dec-2025 03:36 PM,Rejected-AOC,Rejected,06-Feb-2026 05:22 PM,AOC
