Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
19-Nov-2025 05:00 PM,28-Nov-2025 11:30 AM,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM ,26-Nov-2025 03:00 PM ,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,S/R to Kuduki to Sarukoi road such as Drain and berm Concrete from Ch 1/400 to 1/700 Km for the year 2025-26,S/R to Kuduki to Sarukoi road such as Drain and berm Concrete from Ch 1/400 to 1/700 Km for the year 2025-26,S/R to Kuduki to Sarukoi road such as Drain and berm Concrete from Ch 1/400 to 1/700 Km for the year 2025-26 ,NA ,"16,80,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"OO the SE,RWD,PHULBANI",762001.0,NA ,NA ,NA ,"OO the SE,RWD,PHULBANI",No ,No,"OO the SE,RWD,PHULBANI","OO the SE,RWD,PHULBANI",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/11/SERWD PHULBANI/2025-26,2025_CERWI_121399_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,S.E,Internal,,Pragyan Devi,25-Feb-2026 11:52 AM,techsummary_565085.pdf (128.07 KB),S.E,Internal,,Pragyan Devi,25-Feb-2026 11:57 AM,finsummary_565085.pdf (128.07 KB),Finance,14 Nos of Bidder Participated,Pragyan Devi,25-Feb-2026 11:48 AM,finance_565085.pdf,BOQ Comparative Chart,25-Feb-2026,"INR 1,428,153",30.0,Kartikeswar Sahu,25-Feb-2026 12:26 PM,kudukitosarukoiaoc.pdf (738.00 KB),1,3259099,AJAYA KUMAR MOHAPATRA,27-Nov-2025 10:14 AM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_121399_15,Online Tender/11/SERWD PHULBANI/2025-26,S/R to Kuduki to Sarukoi road such as Drain and berm Concrete from Ch 1/400 to 1/700 Km for the year 2025-26,1.0,3258744.0,ANATHA RANJAN GURU,INR,"1,428,153",AOC
,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3258744,ANATHA RANJAN GURU,27-Nov-2025 10:47 AM,Accepted-AOC,Successful Bidder Selected From Transparent Lottery System,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3252443,BHASKAR CHANDRA PRUSTY,26-Nov-2025 05:43 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3258590,KALYANI KUMARI NAYAK,26-Nov-2025 10:20 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3258332,MANOJ KUMAR DHAL,26-Nov-2025 07:41 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3260187,M/S AJIT KUMAR MALLICK,27-Nov-2025 02:18 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3255499,M/S MAMATA MAHAPATRA,25-Nov-2025 08:54 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3252456,PRADEEP KUMAR MOHANTY,24-Nov-2025 09:20 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3258500,PRAKASH CHANDRA PATTNAYAK,26-Nov-2025 08:28 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3260154,SASMITARANI GEJO,27-Nov-2025 02:26 PM,Rejected-AOC,Unsuccessful Bidder,25-Feb-2026 12:26 PM,,,,,,,,,,AOC
