Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
27-Feb-2026,"INR 2,440,454",30.0,Kapileswar Singh,27-Feb-2026 05:13 PM,Abhiram.pdf (199.00 KB),1,3221111,ABHIRAM SAHU,13-Nov-2025 03:00 PM,Accepted-AOC,ACCEPTED,27-Feb-2026 05:13 PM,1.0,3221111.0,ABHIRAM SAHU,INR,"2,440,454",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_120667_36,NCB 07 OF 2025-26,"Periodical Maintenance to RD Road (Santarapur) to Asanabahali via Gayalmunda road from ch 0/960 to 2/000, 5/680 to 6/300 , 9/000 to 9/200 Km for the year 2025-26",Finance,COVER1,Sanjukta Marndi,31-Dec-2025 12:20 PM,finance_561513.pdf,BOQ Comparative Chart,SE,Internal,,Sanjukta Marndi,31-Dec-2025 12:29 PM,finsummary_561513.pdf (652.24 KB),SE,Internal,,Sanjukta Marndi,31-Dec-2025 12:26 PM,techsummary_561513.pdf (652.24 KB),AOC,SUPERINTENDING ENGINEER,"At-Gambharia Po- DD College Near Diary Farm. O/o the SE R.W Division-I, Keonjhar","Periodical Maintenance to RD Road (Santarapur) to Asanabahali via Gayalmunda road from ch 0/960 to 2/000, 5/680 to 6/300 , 9/000 to 9/200 Km for the year 2025-26","Periodical Maintenance to RD Road (Santarapur) to Asanabahali via Gayalmunda road from ch 0/960 to 2/000, 5/680 to 6/300 , 9/000 to 9/200 Km for the year 2025-26",Please refer Tender documents. ,NA ,"24,40,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,"6,000",0.0,Nil,Nil,No,"24,400",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GST AFFIDAVIT AND AS PER ANNEXURE,1.0,ICICI BANK,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 07 OF 2025-26,2025_CERWI_120667_36,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,03-Nov-2025 06:00 PM,14-Nov-2025 11:00 AM,03-Nov-2025 06:00 PM,13-Nov-2025 05:00 PM,03-Nov-2025 06:00 PM ,12-Nov-2025 05:00 PM ,03-Nov-2025 06:00 PM,13-Nov-2025 05:00 PM,AOC
,,,,,,2,3218594,ASIN KUMAR JENA,12-Nov-2025 09:56 PM,Rejected-Technical,INSUFFICIENT DOCUMENT,31-Dec-2025 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3220324,BISWAJIT SINGH,13-Nov-2025 03:02 PM,Rejected-Technical,QUOTED AMOUNT EXESS,31-Dec-2025 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3218465,JITENDRA KUMAR BEHERA,12-Nov-2025 06:55 PM,Rejected-Technical,INSUFFICIENT DOCUMENT,31-Dec-2025 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3221900,NILIMA BEHERA,13-Nov-2025 04:02 PM,Rejected-AOC,REJECTED,27-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3221841,Papu Mohapatra,13-Nov-2025 03:51 PM,Rejected-Technical,INSUFFICIENT DOCUMENT,31-Dec-2025 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3219771,PRAKASH GHADEI,13-Nov-2025 03:10 AM,Rejected-AOC,REJECTED,27-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3215427,SANYASI KUMAR GHADEI,11-Nov-2025 10:24 PM,Rejected-AOC,REJECTED,27-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3221147,SATYENDU CHAND,13-Nov-2025 02:01 PM,Rejected-Technical,QUOTED AMOUNT EXESS,31-Dec-2025 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3220603,SRIKANTA GHADEI,13-Nov-2025 11:55 AM,Rejected-AOC,REJECTED,27-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
