S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Renovation of Canal System of Hirakud Dam Project of Goshala Canal Section,Renovation of Canal System of Hirakud Dam Project of Goshala Canal Section,As per DTCN ,NA ,"19,31,40,913",Civil Works - Canal,NA ,Tender,90.0,730.0,At-Godbhaga Block-Attabira Dhankauda Dist-BrghSbp,768111.0,NA ,NA ,NA ,Office of the CE AND BM MB BURLA,No ,No,CE AND BM MB BURLA,"Chief Engineer and Basin Manager Mahanadi Basin Burla, Dist-Sambalpur, Odisha, 768017","CE-BM,UM Basin,Burla||CE-BM, UMB, BURLA",CE AND BM MB 03-2025-2026(Online),2025_CEBBU_115668_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Jul-2025 11:30 AM,08-Aug-2025 11:30 AM,18-Jul-2025 11:30 AM,07-Aug-2025 05:00 PM,18-Jul-2025 11:30 AM ,07-Aug-2025 05:00 PM ,18-Jul-2025 11:30 AM,07-Aug-2025 05:00 PM,19-Nov-2025 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,DTCN,"19,31,500",Yes,fixed,,Nil,Nil,AOC,07-Feb-2026,"INR 164,189,090",730.0,PADMABATI BOIPAI,07-Feb-2026 05:46 PM,WorkOrderGoshala.pdf (1268.00 KB),Award of Contract,1,3026792,BISWARANJAN SATAPATHY,07-Aug-2025 12:29 PM,Rejected-AOC,3rd lowest responsive bidder,07-Feb-2026 05:47 PM,Additional Chief Secretary to Government in DoWR,External,Joint Secretary to Government Law Department Joint Secretary to Govt Finance Department FA cum Additional Secretary to Govt DoWR OSD cum EIC WR Odisha EIC Procurement EIC P and D CE and BM MB Burla,PADMABATI BOIPAI,18-Nov-2025 05:42 PM,19-Nov-2025 12:00 PM,techsummary_546247.pdf (1423.58 KB),Finance,Financial Bid opening summary,PADMABATI BOIPAI,20-Nov-2025 02:22 PM,finance_546247.pdf,BOQ Comparative Chart,"CE-BM,UM Basin,Burla||CE-BM, UMB, BURLA",2025_CEBBU_115668_1,CE AND BM MB 03-2025-2026(Online),Renovation of Canal System of Hirakud Dam Project of Goshala Canal Section,Technical,Technical bid opening summary,PADMABATI BOIPAI,12-Aug-2025 12:41 PM,technical_546247.pdf,Additional Chief Secretary to Govt in DoWR,External,Joint Secretary to Government Finance Department Joint Secretary to Government Law Department FA cum Additional Secretary to Government DoWR EIC WR Odisha EIC Procurement CE and BM MB Burla,PADMABATI BOIPAI,07-Feb-2026 05:34 PM,finsummary_546247.pdf (2225.70 KB),1.0,3026485.0,PRAVEEN AGRAWAL,INR,"164,189,090",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,2,3026485,PRAVEEN AGRAWAL,07-Aug-2025 02:52 PM,Accepted-AOC,1st lowest responsive bidder,07-Feb-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3026665,PYARIMOHAN PRADHAN,07-Aug-2025 01:33 PM,Rejected-Technical,Not satisfing the technical qualification criteria,18-Nov-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3025635,SHANTI CONSTRUCTION SAMBALPUR PVT. LTD.,06-Aug-2025 08:27 PM,Rejected-AOC,2nd lowest responsive bidder,07-Feb-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3025436,TARINI CONDEV PRIVATE LIMITED,06-Aug-2025 07:36 PM,Not Admitted-Finance,Others-Bid validity extension has not submitted by the bidder,20-Nov-2025 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
