S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/11/SERWD PHULBANI/2025-26,2025_CERWI_121399_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"17,700",Yes,fixed,,Nil,Nil,S/R to Raikia PWD road to Mandakia such as Paver Block both side from Ch 0/300 to 1/000 for the year 2025-26,S/R to Raikia PWD road to Mandakia such as Paver Block both side from Ch 0/300 to 1/000 for the year 2025-26,S/R to Raikia PWD road to Mandakia such as Paver Block both side from Ch 0/300 to 1/000 for the year 2025-26 ,NA ,"17,65,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"OO the SE,RWD,PHULBANI",762001.0,NA ,NA ,NA ,"OO the SE,RWD,PHULBANI",No ,No,"OO the SE,RWD,PHULBANI","OO the SE,RWD,PHULBANI",19-Nov-2025 05:00 PM,28-Nov-2025 11:30 AM,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM ,26-Nov-2025 03:00 PM ,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,AOC,S.E,Internal,,Pragyan Devi,13-Feb-2026 09:55 AM,techsummary_565078.pdf (137.90 KB),S.E,Internal,,Pragyan Devi,13-Feb-2026 10:02 AM,finsummary_565078.pdf (137.90 KB),Finance,19 Nos of Bidder Participated,Pragyan Devi,13-Feb-2026 09:51 AM,finance_565078.pdf,BOQ Comparative Chart,13-Feb-2026,"INR 1,500,182",30.0,Kartikeswar Sahu,13-Feb-2026 01:01 PM,raikiapwdroadtomandakiaaoc.pdf (747.00 KB),1,3259060,AJAYA KUMAR MOHAPATRA,27-Nov-2025 10:01 AM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_121399_13,Online Tender/11/SERWD PHULBANI/2025-26,S/R to Raikia PWD road to Mandakia such as Paver Block both side from Ch 0/300 to 1/000 for the year 2025-26,1.0,3257729.0,M/S BALUNKESWAR TRADING CO,INR,"1,500,182",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3260339,ASISH KUMAR NAYAK,27-Nov-2025 03:07 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3259972,BABULA PATTNAIK,27-Nov-2025 03:39 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3258801,BRUNDABAN NAYAK,26-Nov-2025 10:23 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3260251,CH MOHAN PRASAD SUBUDHI,27-Nov-2025 04:43 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3251775,DIBAKAR BEHERA,25-Nov-2025 05:37 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3259043,GOPAL KRUSHNA PANDA,27-Nov-2025 09:15 AM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3260166,Govinda chandra pati,27-Nov-2025 02:13 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3258577,KALYANI KUMARI NAYAK,26-Nov-2025 10:12 PM,Rejected-AOC,Unsuccessful Bidder,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3257729,M/S BALUNKESWAR TRADING CO,26-Nov-2025 04:07 PM,Accepted-AOC,Successful Bidder Selected From Transparent Lottery System,13-Feb-2026 01:01 PM,,,,,,,,,,AOC
