Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Sri Nalinikanta Behera,Mixed,"Pramila Behera, Tilochan Kishan, Debasis Nayak, Pratik Das, Duryodhan Jerai",Lalit Kumar Patra,11-Feb-2026 04:53 PM,techsummary_566806.pdf (192.82 KB),11-Feb-2026,"INR 2,882,650",90.0,Lalit Kumar Patra,11-Feb-2026 04:59 PM,Doc2.pdf (193.00 KB),"Construction of Barrack at Tumbei, Tumbei Beat of Saplata Section in Tamra Range of Bonai Forest Division",1,3280424,Rohit Kisan,04-Dec-2025 11:46 PM,Rejected-AOC,Reject,11-Feb-2026 05:00 PM,1.0,3281616.0,Sudipta Kumar Kisan,INR,"2,882,650",Finance,ok,Pramila Behera,09-Dec-2025 05:11 PM,,BOQ Comparative Chart,Sri Nalinikanta Behera,Mixed,"Pramila Behera, Tilochan Kishan, Debasis Nayak, Pratik Das, Duryodhan Jerai",Lalit Kumar Patra,11-Feb-2026 04:56 PM,finsummary_566806.pdf (192.82 KB),Forest Environment and Climate Change Department||RCCF Rourkela||DFO Bonai,2025_DFOBN_121929_1,1F-DFO BONAI /04(online)/2025-26,"Construction of Barrack at Tumbei, Tumbei Beat of Saplata Section in Tamra Range of Bonai Forest Division",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Divisional Forest Officer, Bonai",AT-Bonai- PO-Bonai Dist-Sundargarh Odisha,"6,000",Nil,Nil,No,26-Nov-2025 11:00 AM,06-Dec-2025 11:00 AM,26-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,1,ICICI BANK,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Bonai,1F-DFO BONAI /04(online)/2025-26,2025_DFOBN_121929_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"33,900",Yes,fixed,,Nil,Nil,"Construction of Barrack at Tumbei, Tumbei Beat of Saplata Section in Tamra Range of Bonai Forest Division","Construction of Barrack at Tumbei, Tumbei Beat of Saplata Section in Tamra Range of Bonai Forest Division",Please refer Tender documents. ,NA ,"33,90,954",Civil Works - Buildings,NA ,Tender,90.0,NA ,Bonai,770038.0,NA ,NA ,NA ,"DFO, Office Bonai",No ,No,AOC
,,,,,,,,,,,,,2,3281616,Sudipta Kumar Kisan,05-Dec-2025 01:33 PM,Accepted-AOC,Select L1 for Lottery,11-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BoQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
