Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Superintending Engineer,"SE,RDD,Rengali Dam Site",1.0,Fee/PreQual/Technical/Finance,.pdf,Bid Document,1,ICICI BANK,Repair and Maintenance of Rengali Dam Sub Division No-I and II at Rengali Dam Site,Repair and Maintenance of Rengali Dam Sub Division No-I and II at Rengali Dam Site,Please refer Tender documents. ,NA ,"10,11,236",Civil Works - Buildings,Sub Division I and II repair ,Tender,90.0,60.0,"SE,RDD,Rengali Dam SIte",759105.0,NA ,NA ,NA ,"SE,RDD,Rengali Dam Site",No ,No,"10,200",Yes,fixed,,Nil,Nil,CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Rengali Dam Division Rengali,SE-RDD-04/2025-26,2026_CEBBS_124475_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Jan-2026 11:00 AM,29-Jan-2026 11:30 AM,15-Jan-2026 11:00 AM,28-Jan-2026 05:00 PM,15-Jan-2026 11:00 AM ,20-Jan-2026 03:00 PM ,15-Jan-2026 11:00 AM,28-Jan-2026 05:00 PM,"6,000",Nil,Nil,No,AOC,"Superintending Engineer,RDD",Internal,"AEE Estimator, AE Estimator, Rengali dam Division",Soumerendra Narayan Behera,13-Feb-2026 12:55 PM,finsummary_575420.pdf (210.03 KB),CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||Rengali Dam Division Rengali,2026_CEBBS_124475_5,SE-RDD-04/2025-26,Repair and Maintenance of Rengali Dam Sub Division No-I and II at Rengali Dam Site,1.0,3369683.0,SANTOSH KUMAR SATAPATHY,INR,"1,011,236",Finance,all the bid documents and boq are downloaded successfully,Soumerendra Narayan Behera,29-Jan-2026 12:39 PM,finance_575420.pdf,BOQ Comparative Chart,1,3369755,PARAMANANDA MOHANTY,28-Jan-2026 12:12 PM,Rejected-AOC,didnot win transparent lottery,13-Feb-2026 04:22 PM,13-Feb-2026,"INR 1,011,236",60.0,Soumerendra Narayan Behera,13-Feb-2026 04:22 PM,subdivisionworkorder.pdf (427.00 KB),Sri Santosh Kumar Satpathy is selected for execution of work by winning trasparent lottery,"Superintending Engineer,RDD",Internal,"AEE Esimator,AE Estimator,Rengali Dam Division",Soumerendra Narayan Behera,13-Feb-2026 12:21 PM,techsummary_575420.pdf (319.59 KB),AOC
,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3369683,SANTOSH KUMAR SATAPATHY,28-Jan-2026 11:51 AM,Accepted-AOC,won transparent lottery,13-Feb-2026 04:22 PM,,,,,,,,,,,,,,AOC
