Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Orissa Mining Corporation,NIT No. 05/OMC/ELECT/2025,2025_OMC_119139_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"GM(Electrical), OMC Ltd.","Office of the GM(Elect), OMC Ltd., Bhubaneswar",1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,09-Oct-2025 05:00 PM,24-Oct-2025 11:00 AM,09-Oct-2025 05:00 PM,23-Oct-2025 05:00 PM,NA ,NA ,09-Oct-2025 05:00 PM,23-Oct-2025 05:00 PM,19-Nov-2025 11:30 AM,"Augmentation of Substations and power supply to Quarry-1, 2,3 of Kaliapani Mines in the district of Jajpur.","Augmentation of Substations and power supply to Quarry-1, 2,3 of Kaliapani Mines in the district of Jajpur.","RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"1,27,93,000",Electrical Works,NA ,Tender,180.0,150.0,KALIAPANI MINES,755028.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"1,28,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme",AOC,R K PANDA,Internal,S JENA S PADHI B K PATRA,Satyajit Jena,19-Nov-2025 11:18 AM,19-Nov-2025 11:30 AM,techsummary_555154.pdf (871.90 KB),1,3145983,ARBB INFRASTRUCTURE PRIVATE LIMITED,23-Oct-2025 03:54 PM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,Finance,Financial bid of 10 (Ten) qualified bidders had been open,Shreejit Das,19-Nov-2025 11:41 AM,,BOQ Comparative Chart,02-Feb-2026,"INR 10,875,526.18",150.0,Satyajit Jena,02-Feb-2026 06:41 PM,2025_OMC_119139_1.pdf (752.00 KB),AWARDING OF CONTRACT,1.0,3143475.0,Jagatjyoti Electrical And Construction,INR,"10,875,526.18",Orissa Mining Corporation,2025_OMC_119139_1,NIT No. 05/OMC/ELECT/2025,"Augmentation of Substations and power supply to Quarry-1, 2,3 of Kaliapani Mines in the district of Jajpur.",R K PANDA,Internal,B K PATRA S JENA,Satyajit Jena,02-Feb-2026 06:15 PM,finsummary_555154.pdf (321.74 KB),Technical,10 (Ten) bids has been received subjected to evaluation by committee,Shreejit Das,24-Oct-2025 03:52 PM,,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,AOC,,,,,,,,2,3143475,Jagatjyoti Electrical And Construction,22-Oct-2025 09:28 PM,Accepted-AOC,Being L-1,02-Feb-2026 06:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3145095,M/S ASHRIBAD ENGINEERING,23-Oct-2025 12:22 PM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3141798,M/S. DEBADUTTA RAY,22-Oct-2025 07:03 PM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3144793,M/S D.S. ASSOCIATES,23-Oct-2025 01:47 PM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3143237,M/s. EASTERN ENGINEERING,23-Oct-2025 11:20 AM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3139986,M/S SOUDAMINI ELECTRICAL WORKS,22-Oct-2025 11:43 AM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3145365,NARESH COMMERCIAL CORPORATION,23-Oct-2025 01:16 PM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3143010,saraswati telesolutions,22-Oct-2025 03:01 PM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3133763,Utkal Engineers,18-Oct-2025 10:43 AM,Rejected-Finance,NOT BEING L-1,02-Feb-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
