S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,2860732.0,DINESH KUMAR AGRAWAL,INR,"56,374,481.13",Orissa Lift Irrigation Corporation,2025_OLIC_111514_4,2003 DT-07.03.2025,Installation of Borewells under Solar Pumping System in KALAHANDI DISTRICT PKG-02 BID ID-88,CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,07-Jul-2025 11:13 AM,07-Jul-2025 11:15 AM,techsummary_532785.pdf (12490.21 KB),MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,13-Oct-2025 06:23 PM,finsummary_532785.pdf (39756.17 KB),13-Oct-2025,"INR 56,374,481.13",90.0,Sudarsan Sadangi,05-Feb-2026 02:31 PM,OrderKalahandi02SOLAR.pdf (2910.00 KB),ORDER,Finance,Four nos of bidders have participated,Sudarsan Sadangi,08-Jul-2025 03:23 PM,,BOQ Comparative Chart,1,2873492,AJAY INFRA AND CONSTRUCTION PVT LTD,02-Apr-2025 10:29 AM,Rejected-Finance,Accepted by Tender Committee but Lost the Lottery,13-Oct-2025 06:23 PM,Technical,Nine nos of bidders have participated,Sudarsan Sadangi,03-Apr-2025 04:29 PM,,AOC,Installation of Borewells under Solar Pumping System in KALAHANDI DISTRICT PKG-02 BID ID-88,Installation of Borewells under Solar Pumping System in KALAHANDI DISTRICT PKG-02 BID ID-88,Please refer Tender Document DTCN ,NA ,"6,63,15,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,90.0,KALAHANDI,766001.0,NA ,NA ,NA ,OFFICE OF MD OLIC N 17 2 NAYAPALLI BHUBANESWAR,No ,No,1.0,ICICI BANK,11-Mar-2025 10:00 AM,03-Apr-2025 11:00 AM,11-Mar-2025 10:00 AM,02-Apr-2025 05:00 PM,11-Mar-2025 10:00 AM ,21-Mar-2025 05:00 PM ,11-Mar-2025 10:00 AM,02-Apr-2025 05:00 PM,07-Jul-2025 11:15 AM,1.0,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",Orissa Lift Irrigation Corporation,2003 DT-07.03.2025,2025_OLIC_111514_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,Yes,"6,63,000",Yes,fixed,,Nil,Nil,MD OLIC BBSR,OFFICE OF MD OLIC N 17 2 NAYAPALLI BHUBANESWAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2860732,DINESH KUMAR AGRAWAL,27-Mar-2025 09:45 AM,Accepted-AOC,L-1 Bidder,05-Feb-2026 02:31 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2874610,M/s Ganesh Borewells,02-Apr-2025 12:50 PM,Rejected-Technical,Technically disqualified by Technical Committee,07-Jul-2025 11:13 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2873869,"M/S JAGRUTI BOREWELLS, Prop. JASPAL SINGH",01-Apr-2025 01:21 PM,Rejected-Finance,Accepted by Tender Committee but Lost the Lottery,13-Oct-2025 06:23 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2874544,"m s mahabir borewell and equipments, prop.padmalava mallick",02-Apr-2025 12:14 PM,Rejected-Technical,Technically disqualified by Technical Committee,07-Jul-2025 11:13 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2874719,M/S ORISSA ENTERPRISES,02-Apr-2025 02:32 PM,Rejected-Technical,Technically disqualified by Technical Committee,07-Jul-2025 11:13 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2874751,Pawan Kuamr Agrawal,02-Apr-2025 03:01 PM,Rejected-Technical,Technically disqualified by Technical Committee,07-Jul-2025 11:13 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2873850,R S Infrastructure,02-Apr-2025 08:08 AM,Rejected-Finance,Accepted by Tender Committee but Lost the Lottery,13-Oct-2025 06:23 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2874643,SHREE SHYAM INFRASTRUCTURE,02-Apr-2025 01:14 PM,Rejected-Technical,Technically disqualified by Technical Committee,07-Jul-2025 11:13 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
