EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,722",Yes,percentage,1.0%,Nil,Nil,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",1.0,ICICI BANK,17-Oct-2025 09:00 AM,31-Oct-2025 11:00 AM,17-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,17-Oct-2025 09:00 AM ,29-Oct-2025 05:00 PM ,17-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,S/R to Sadansa to Parimala for the year 2025-26,S/R to Sadansa to Parimala for the year 2025-26,Refer tender document ,NA ,"6,72,248",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate","4,000",0.0,Nil,Nil,No,AOC,"S.E, R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,07-Feb-2026 08:29 AM,finsummary_556643.pdf (1693.61 KB),"S.E, R.W.Division, Cuttack",Internal,"DAOi-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,07-Feb-2026 08:17 AM,techsummary_556643.pdf (1693.61 KB),1.0,3166456.0,MS SIVA SANKAR ENGINEERING,INR,"571,478",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_20,RWD CTC-07/2025-26,S/R to Sadansa to Parimala for the year 2025-26,1,3165747,AMLAN JYOTI PRAHARAJ,29-Oct-2025 12:57 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,07-Feb-2026,"INR 571,478",30.0,Priyadarshini Balsamanta,07-Feb-2026 08:34 AM,WO.pdf (836.00 KB),Finance,The tender open by technical committee held on dt.31.10.2025,Sudhakar Naik,02-Nov-2025 09:25 PM,finance_556643.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3147953,BISWAJIT MALLICK,25-Oct-2025 08:32 AM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3165998,JITUNA SAHOO,29-Oct-2025 02:02 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3166456,MS SIVA SANKAR ENGINEERING,29-Oct-2025 05:49 PM,Accepted-AOC,Selected through lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3154590,NIRANJAN KHUNTIA,26-Oct-2025 08:08 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3159222,Pitabas Mohapatra,28-Oct-2025 06:33 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3165734,RABINDRA KUMAR BARIK,29-Oct-2025 12:57 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3148114,Rajat Bastia,24-Oct-2025 01:00 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3149408,SAGARIKA MOHANTY,28-Oct-2025 06:44 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3167876,SUPRAVA PATTNAIK,30-Oct-2025 02:25 PM,Rejected-AOC,Not selected in lottery,07-Feb-2026 08:35 AM,,,,,,,,,,,,,AOC
