EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"26,530",Yes,percentage,1.0%,Nil,Nil,02-Dec-2025 01:00 PM,08-Dec-2025 05:30 PM,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,02-Dec-2025 01:00 PM ,08-Dec-2025 03:00 PM ,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,SE RWD Udala,SE RWD Udala,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Construction of 01 No. E Type Qtr at Mankadkenda PHC in the District of Mayurbhanj.,Construction of 01 No. E Type Qtr at Mankadkenda PHC in the District of Mayurbhanj.,Please refer Tender documents. ,NA ,"26,53,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,05(Onilne)/RWD/UDALA/2025-26,2025_CERWI_122336_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"CCE RW Circle, Baripada",Internal,,Haripriya Behera,06-Feb-2026 04:06 PM,techsummary_568496.pdf (306.31 KB),SE RWD Udala,Internal,,Haripriya Behera,06-Feb-2026 04:09 PM,finsummary_568496.pdf (306.31 KB),Finance,11 Nos of bidders admitted,Haripriya Behera,06-Feb-2026 04:04 PM,,BOQ Comparative Chart,1,3286365,ARPIT ROUT,07-Dec-2025 05:09 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_122336_10,05(Onilne)/RWD/UDALA/2025-26,Construction of 01 No. E Type Qtr at Mankadkenda PHC in the District of Mayurbhanj.,1.0,3280900.0,DEEPAK PRATIHARI,INR,"2,255,287.29",06-Feb-2026,"INR 2,255,287.29",180.0,Haripriya Behera,06-Feb-2026 04:13 PM,Mankadkenda10A.pdf (432.00 KB),AOC
,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3285518,ASIT KUMAR LENKA,07-Dec-2025 11:35 AM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3280900,DEEPAK PRATIHARI,07-Dec-2025 03:04 PM,Accepted-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3288960,HIMANSUSHEKHAR SAHU,08-Dec-2025 03:42 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3286253,JAGANNATH DAS,08-Dec-2025 12:53 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3285757,Kamalakanta Choudhury,07-Dec-2025 05:37 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3288716,MANASI MOHAPATRA,08-Dec-2025 04:24 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3282677,RANJITA SA,07-Dec-2025 08:13 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3284098,SAGAR KUMAR SETHY,07-Dec-2025 07:44 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3278987,SASMITA BEHERA,07-Dec-2025 05:02 PM,Rejected-AOC,L1,06-Feb-2026 04:14 PM,,,,,,,,,,,,,,,,AOC
