Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EE LI CUTTACK,O/O EE LI CUTTACK,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",BID ID NO. 04/01.05.2025,2025_OLIC_113095_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND ALL OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,Reinforcement of BHAGIPUR I R.L.,Reinforcement of BHAGIPUR I R.L.,Please refer Tender documents. ,NA ,"11,43,588",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,NA ,BANKI,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"11,436",Yes,fixed,,Nil,Nil,05-May-2025 10:00 AM,15-May-2025 10:00 AM,05-May-2025 10:00 AM,14-May-2025 05:00 PM,05-May-2025 10:00 AM ,14-May-2025 04:00 PM ,05-May-2025 10:00 AM,14-May-2025 05:00 PM,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2025_OLIC_113095_10,BID ID NO. 04/01.05.2025,Reinforcement of BHAGIPUR I R.L.,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,24-Feb-2026 12:11 AM,finsummary_538365.pdf (4879.26 KB),Finance,3 Bidders Participant,SHDHANA BEHERA,15-May-2025 12:24 PM,,BOQ Comparative Chart,1.0,2917683.0,Manoranjan Sahoo,INR,"1,143,588",24-Feb-2026,"INR 1,143,588",90.0,PRASANTA KUMAR BEHERA,24-Feb-2026 10:28 PM,manoranjansahoopackageno10.pdf (4879.00 KB),WORK ORDER ISSUE,1,2912557,BHARAT BHUSAN BEHERA,12-May-2025 09:46 AM,Rejected-Technical,OK,29-Jan-2026 10:46 PM,EE LI CUTTACK,Internal,WORK ORDER ISSUE,PRASANTA KUMAR BEHERA,29-Jan-2026 10:46 PM,techsummary_538365.pdf (4297.22 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2917683,Manoranjan Sahoo,14-May-2025 02:34 PM,Accepted-AOC,OK,24-Feb-2026 10:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2917193,SMT. MUNI BISWAL,14-May-2025 09:37 AM,Rejected-Technical,OK,29-Jan-2026 10:46 PM,,,,,,,AOC
