Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
18-Oct-2025 09:00 AM,31-Oct-2025 11:00 AM,18-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,18-Oct-2025 09:00 AM ,29-Oct-2025 05:00 PM ,18-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_35,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,874",Yes,percentage,1.0%,Nil,Nil,S/R to Souri Rameswar Road for the year 2025-26,S/R to Souri Rameswar Road for the year 2025-26,Refer tender document ,NA ,"5,87,372",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate",AOC,Superintendig Engineer,Internal,"DAO, AE Estimator",Debipriya Mohanty,03-Feb-2026 05:13 PM,finsummary_556932.pdf (1602.88 KB),Superintendig Engineer,Internal,"DAO, AE Estimator",Debipriya Mohanty,03-Feb-2026 04:53 PM,techsummary_556932.pdf (1475.42 KB),1,3150771,DIPTI PRAKASH MUDULI,30-Oct-2025 09:50 AM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_35,RWD CTC-07/2025-26,S/R to Souri Rameswar Road for the year 2025-26,1.0,3165092.0,SASMITA SAHOO,INR,"499,325.23",04-Feb-2026,"INR 499,325.23",30.0,Sudhakar Naik,04-Feb-2026 04:06 PM,wo.pdf (640.00 KB),Awarded,Finance,Downloaded,Sudhakar Naik,28-Jan-2026 12:31 PM,finance_556932.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,2,3162048,LIPU KUMAR MALL,28-Oct-2025 10:31 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3164654,LISA MAJHI,28-Oct-2025 10:30 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3160579,LOKANATH KHATOI,27-Oct-2025 05:52 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3165521,MAHESWAR BEHURA,29-Oct-2025 04:59 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3167901,M/S ANIL KUMAR SAMAL,30-Oct-2025 02:29 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3164901,NIRUPAMA SETHI,28-Oct-2025 09:56 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3138701,PRABHAT KUMAR BASTIA,21-Oct-2025 06:18 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3167353,PRATAP KUMAR PRADHAN,30-Oct-2025 01:12 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3136504,RIJUAN KHAN,19-Oct-2025 07:50 PM,Rejected-Finance,Not Qualified in the Lottery,03-Feb-2026 05:13 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
