Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
"SE, R.JENA",Internal,"SE,DAO, JE(Estimator)",Rabindra Jena,23-Dec-2025 05:06 PM,techsummary_568099.pdf (401.86 KB),1,3298514,AKASH CHANDRA NAYAK,12-Dec-2025 06:57 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,07-Jan-2026,"INR 4,041,496",120.0,Rabindra Jena,06-Feb-2026 06:05 PM,AOCDASAMAUZI.pdf (309.00 KB),AOC,Finance,14 nos of bidders have successfully opened.,Rabindra Jena,16-Dec-2025 11:44 AM,,BOQ Comparative Chart,1.0,3298166.0,M/S SMRUTI RANJAN SWAIN,INR,"4,041,496",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB DIVN KENDRAPARA II,2025_EICCL_122260_1,S.E. (RnB) KPD-II- 10 /2025-26,Improvement of NH 5 to Dasamauji road from Chainage 0.00 Km to 1.551 Km in the district of Kendrapara under state plan for the year 2025-26.,"SE, R.JENA",Internal,"DAO, AEE(Estimator), JE(Estimator)",Rabindra Jena,06-Jan-2026 11:58 AM,finsummary_568099.pdf (1003.78 KB),AOC,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB DIVN KENDRAPARA II,S.E. (RnB) KPD-II- 10 /2025-26,2025_EICCL_122260_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"47,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, RC, GST, PAN, EMD AND OTHER DOCUMENTS AS PER DTCN",02-Dec-2025 10:00 AM,16-Dec-2025 11:00 AM,02-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,02-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,1.0,ICICI BANK,Improvement of NH 5 to Dasamauji road from Chainage 0.00 Km to 1.551 Km in the district of Kendrapara under state plan for the year 2025-26.,Road work,Please refer Tender documents. ,NA ,"47,54,142",Civil Works - Roads,NA ,Tender,90.0,120.0,MAHAKALAPADA,754224.0,NA ,NA ,NA ,"Office of the Superintending Engineer,Kendrpara Rn",No ,No,"S.E, KENDRAPARA RNB DIVISION-II, KENDRAPARA","Office of the Superintending Engineer,Kendrpara RnB Div-II, Tinimuhani, Kendrapara",1.0,Change in class of contractor,Other,,AOC
,,,,,,2,3273186,ANIL KUMAR SETHI,14-Dec-2025 07:11 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3287120,DEBABRATA TRIPATHY,07-Dec-2025 09:23 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3304063,DHARMAPADA DAS,15-Dec-2025 03:40 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3300090,GAGANBIHARI KAR,13-Dec-2025 06:45 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3302035,JAGANNATH SAHOO,14-Dec-2025 08:51 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3302022,MIRZA ABDUL AHAD BAIG,14-Dec-2025 08:46 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3298166,M/S SMRUTI RANJAN SWAIN,12-Dec-2025 04:50 PM,Accepted-AOC,Winner in Lottery,06-Feb-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3285876,PRADEEP KUMAR BEHERA,07-Dec-2025 01:44 PM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3302292,SAROJKANT NAYAK,15-Dec-2025 10:02 AM,Rejected-Finance,Reject in Lottery,06-Jan-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
