Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,09-Jan-2026 07:03 PM,12-Jan-2026 10:30 AM,techsummary_564661.pdf (210.34 KB),Finance,Financial bid opened,MONALISHA PADHY,12-Jan-2026 10:58 AM,,BOQ Comparative Chart,1,3276528,AKASH RANJAN BADAJENA,03-Dec-2025 09:17 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,13-Feb-2026 01:32 PM,13-Feb-2026,"INR 12,250,776",365.0,Bikram Keshari Malla,13-Feb-2026 01:36 PM,BHUBANESWAR.pdf (82.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 09.02.2026,1.0,3282887.0,RADHA MOHAN SAMAL,INR,"12,250,776",Technical,11 Nos. of bidders have been participated,MONALISHA PADHY,08-Dec-2025 11:26 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_121363_7,19/OPHWC/2025-26,"Construction of Odisha Police OSAP Havildar, Constable and Sepoy Confederation Building at DCP, Bhubaneswar, Khurda.",AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,13-Feb-2026 01:32 PM,finsummary_564661.pdf (817.62 KB),AOC,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,19/OPHWC/2025-26,2025_OSPHW_121363_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,15-Nov-2025 06:55 PM,08-Dec-2025 10:30 AM,15-Nov-2025 06:55 PM,06-Dec-2025 05:00 PM,NA ,NA ,15-Nov-2025 06:55 PM,06-Dec-2025 05:00 PM,12-Jan-2026 10:30 AM,"Construction of Odisha Police OSAP Havildar, Constable and Sepoy Confederation Building at DCP, Bhubaneswar, Khurda.",Building Work,Please refer Tender documents. ,NA ,"1,44,10,982",Civil Works - Buildings,NA ,Tender,90.0,365.0,Khurda,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"1,44,100",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",AOC
,,,,,,,,,,,,,2,3283421,ARABINDA PRASAD SETHY,05-Dec-2025 11:18 PM,Rejected-Finance,DUE TO L3 BIDDER,13-Feb-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,AOC
,,,,,,,,,,,,,3,3283720,CHANDAN DUTTA,06-Dec-2025 11:31 AM,Rejected-Finance,DUE TO L2 BIDDER,13-Feb-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,4,3284477,DEEPAK MANDAL,06-Dec-2025 03:44 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,09-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3282301,Noor_Amin_Al_azmi,06-Dec-2025 02:13 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,09-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3270220,PRITI RANJAN BHUYAN,01-Dec-2025 05:02 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,13-Feb-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3284321,RABINDRA NATH SARAP,06-Dec-2025 02:33 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,13-Feb-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3282887,RADHA MOHAN SAMAL,06-Dec-2025 10:17 AM,Accepted-AOC,QUALIFIED BIDDER,13-Feb-2026 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3283561,RAHUL JENA,06-Dec-2025 10:07 AM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,09-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3284463,R.S ENTERPRISERS PROP ASHOK KUMAR SHARMA,06-Dec-2025 03:47 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,09-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3283872,SUJIT KUMAR JENA,06-Dec-2025 12:23 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,13-Feb-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
