S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,1st Corrigendum,Other,,"29,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,S/R to Repairs to bridge over Pandra nallah on Kuhika Bambilo road for 2025-26 (Such Colouring and Embankment Protection of both side bridge approaches and repars to C.C.road.),S/R to Repairs to bridge over Pandra nallah on Kuhika Bambilo road for 2025-26 (Such Colouring and Embankment Protection of both side bridge approaches and repars to C.C.road.),Please refer Tender documents. ,NA ,"29,35,317",Civil Works - Roads,NA ,Tender,90.0,60.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"Rural Works Division,Jajpur",01-Nov-2025 02:45 PM,07-Nov-2025 11:00 AM,01-Nov-2025 02:45 PM,06-Nov-2025 05:00 PM,01-Nov-2025 02:45 PM ,04-Nov-2025 05:00 PM ,01-Nov-2025 02:45 PM,06-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 05 JJPT of 2025-26,2025_CERWI_120455_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Swarna Prava Jena,04-Feb-2026 04:17 PM,finsummary_560965.pdf (459.01 KB),SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Swarna Prava Jena,28-Jan-2026 04:21 PM,techsummary_560965.pdf (459.01 KB),1,3189704,ANJANA JENA,06-Nov-2025 04:08 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,1.0,3187125.0,M/S RABINDRA KUMAR SAMAL,INR,"2,495,313.22",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_120455_41,Tender Online 05 JJPT of 2025-26,S/R to Repairs to bridge over Pandra nallah on Kuhika Bambilo road for 2025-26 (Such Colouring and Embankment Protection of both side bridge approaches and repars to C.C.road.),04-Feb-2026,"INR 2,495,313.22",60.0,Swarna Prava Jena,04-Feb-2026 04:22 PM,05.pdf (459.00 KB),AWARD OF CONTRACT,Finance,14 No.s of Bidder,Truptimayee Pradhan,10-Nov-2025 11:56 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3189007,Arpita Sahoo,06-Nov-2025 02:40 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3179115,BABAN DAS,03-Nov-2025 09:55 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3187129,BISWAJIT PATRA,06-Nov-2025 11:39 AM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3187134,DEEPAK KUMAR JENA,06-Nov-2025 11:30 AM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3188785,KSHIROD KUMAR BARIK,06-Nov-2025 01:30 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3185563,M/S. JAGANNATH ENTERPRISES,05-Nov-2025 09:18 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3187125,M/S RABINDRA KUMAR SAMAL,06-Nov-2025 11:24 AM,Accepted-AOC,Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3187574,PADMALOCHAN NAYAK,06-Nov-2025 10:42 AM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3190033,PRASANNA ROUT,06-Nov-2025 04:30 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,3189441,SEKH JAHUR,06-Nov-2025 03:21 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,3188165,SRIDHAR DEHURI,06-Nov-2025 01:17 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,3188600,SRI PRIYADARSHI PRITISH KUMAR SAHOO,06-Nov-2025 01:06 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,3181250,SUVRANSU KUMAR ROUT,04-Nov-2025 03:42 PM,Rejected-AOC,Not Qualify,04-Feb-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
