S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-20-25,2025_CERWI_119902_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,21-Oct-2025 12:00 PM,28-Oct-2025 11:30 AM,21-Oct-2025 12:00 PM,27-Oct-2025 05:00 PM,21-Oct-2025 12:00 PM ,27-Oct-2025 02:00 PM ,21-Oct-2025 12:00 PM,27-Oct-2025 05:00 PM,26-Dec-2025 01:15 PM,C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,"10,000",0.0,Nil,Nil,No,"8,28,279",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship",Improvement to T01-Raja Athagarh Narasinghpur PWD road to Baunsaput road in the district of Cuttack under MMSY-Improvement Existing RD road for the year 2025-26,Improvement to T01-Raja Athagarh Narasinghpur PWD road to Baunsaput road in the district of Cuttack under MMSY-Improvement Existing RD road for the year 2025-26,Please refer Tender documents. ,NA ,"8,28,27,904",Civil Works - Roads,NA ,Tender,90.0,360.0,Cuttack,753004.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,AOC,1,3157250,MS GLOBAL CONSTRUCTION,27-Oct-2025 03:34 PM,Accepted-AOC,Agmt drawn,20-Feb-2026 01:37 PM,20-Feb-2026,"INR 86,464,049",360.0,Usharani Behera,20-Feb-2026 01:37 PM,agmt.pdf (272.00 KB),Agmt drawn,1.0,Revocation of Tender,Revocation of Tender,24-Dec-2025 06:59 PM,4893.pdf ,709.75,Technical Opening,C.C.E.R.W.Circle Cuttack,Internal,SE RW Division Cuttack DAO RW Division-II Cuttack PA to CCE,Usharani Behera,26-Dec-2025 01:05 PM,26-Dec-2025 01:15 PM,techsummary_557288.pdf (726.06 KB),Finance,Total 4 nos document downloaded,Usharani Behera,26-Dec-2025 01:39 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_119902_5,Tender Online RWC-20-25,Improvement to T01-Raja Athagarh Narasinghpur PWD road to Baunsaput road in the district of Cuttack under MMSY-Improvement Existing RD road for the year 2025-26,Technical,Total 5 nos document downloaded,Usharani Behera,26-Dec-2025 01:00 PM,,C.C.E.R.W.Circle Cuttack,Internal,SE RW Division Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,20-Feb-2026 01:34 PM,finsummary_557288.pdf (401.33 KB),1.0,3157250.0,MS GLOBAL CONSTRUCTION,INR,"86,464,049",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,,,,,,,,,,,,,,AOC,2,3158753,Sasikanta Jena,27-Oct-2025 01:12 PM,Rejected-Technical,Disqualified as per DTCN clause no.21 (1),26-Dec-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist machineries as",,,,,,,,,,,,,,,,,,,AOC,3,3158547,SUMANTA KUMAR SAHOO,27-Oct-2025 12:49 PM,Rejected-Finance,Unsucessful bidder,20-Feb-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,4,3156276,TARINI PRASAD DAS,27-Oct-2025 10:04 AM,Rejected-Finance,Unsucessful bidder,20-Feb-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3158096,TUSHAR KANTA NAYAK,27-Oct-2025 11:48 AM,Rejected-Finance,Unsucessful bidder,20-Feb-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
