S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"S-R to Ambadola-Jagdalpur-Kutragarh road such as tree painting, maintenance of shoulderand fixing of cautionary signage from 0.00 Km to 8.00 Km for the year 2025-26",Road Work,Please refer Tender Douments  ,NA ,"12,49,331",Civil Works - Roads,NA ,Tender,90.0,NA ,Ambadola,765021.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,"12,500",Yes,fixed,,Nil,Nil,10-Dec-2025 11:00 AM,18-Dec-2025 11:00 AM,10-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,NA ,NA ,10-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,SE R and B Division No-II,Office of SE R and B Division No-II,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 12 /2025-26,2025_EICCL_122838_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper,EMD,GSTIN,GSTRC,PAN,Registration certificate ,amd other Documents as per DTCN","6,000",0.0,Nil,Nil,No,AOC,1,3311202,AJIT KUMAR SENAPATI,17-Dec-2025 03:05 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,16-Feb-2026,"INR 1,062,056",30.0,Durga Madhaba Padhi,16-Feb-2026 04:59 PM,WO_AJK.pdf (482.00 KB),"Work is Awarded to Sri Tirupati Prasad Panigrahi through transparent lottery system, Bid Work order No-580, Dt 02.02.2026 of R and B division-II,RAyagada",SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,16-Feb-2026 04:41 PM,techsummary_570452.pdf (543.16 KB),SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,16-Feb-2026 04:49 PM,finsummary_570452.pdf (543.16 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2025_EICCL_122838_2,RC(RANDB) RGD NO. II/ 12 /2025-26,"S-R to Ambadola-Jagdalpur-Kutragarh road such as tree painting, maintenance of shoulderand fixing of cautionary signage from 0.00 Km to 8.00 Km for the year 2025-26",1.0,3306164.0,TIRUPATI PRASAD PANIGRAHI,INR,"1,062,056",Finance,Tender Opened,Durga Madhaba Padhi,16-Feb-2026 04:37 PM,finance_570452.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC,2,3304856,ASHOK KULDIPIA,15-Dec-2025 06:45 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3310109,BIKRAM HIAL,17-Dec-2025 08:49 AM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3306096,CHANDAN CONSTRUCTION,16-Dec-2025 10:11 AM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3310679,GOBINDA CHANDRA SAHU,17-Dec-2025 04:22 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3310324,KAMAL LOCHAN NAIK,17-Dec-2025 10:53 AM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3306496,LAXMI TRINATH CONSTRUCTION PRIVATE LIMITED,16-Dec-2025 02:44 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3307197,PARAMJEET KAUR,16-Dec-2025 08:47 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3309042,PARESWAR PRADHANI,16-Dec-2025 09:54 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3309706,PRASANT KARKARIA,16-Dec-2025 10:57 PM,Rejected-AOC,First Lowest,16-Feb-2026 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
