Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive Engineer (Central Tender Cell),"UG Floor,BMC ICOMC Tower,Bhubaneswar,751022",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-43/2025-26 Dt. 20.11.2025,2025_ORULB_121641_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,Construction of Road from Bou House to Khanduala Basti in Ward No. 22,Construction of Road from Bou House to Khanduala Basti in Ward No. 22,Please refer Tender documents. ,NA ,"27,11,626",Civil Works - Roads,NA ,Tender,120.0,75.0,BMC Area,751022.0,Office Chamber of EE Central Tender Cell ,"UG Floor,BMC ICOMC Tower,Bhubaneswar,751022 ",26-Nov-2025 04:00 PM ,Central Tender Cell,No ,No,"6,000",0.0,Nil,Nil,No,"27,200",Yes,fixed,,Nil,Nil,22-Nov-2025 11:30 AM,04-Dec-2025 11:30 AM,22-Nov-2025 11:30 AM,03-Dec-2025 05:00 PM,22-Nov-2025 11:30 AM ,26-Nov-2025 12:30 PM ,22-Nov-2025 11:30 AM,03-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-Feb-2026 03:41 PM,techsummary_565964.pdf (5130.69 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,20-Feb-2026 04:00 PM,finsummary_565964.pdf (7158.69 KB),Finance,35 bids opened successfully,Lipsa Parida,04-Dec-2025 02:24 PM,finance_565964.pdf,BOQ Comparative Chart,20-Feb-2026,"INR 2,720,081",75.0,Lipsa Parida,20-Feb-2026 04:06 PM,Workorder_43_11.pdf (512.00 KB),1.0,3264105.0,DIBESH KUMAR NAYAK,INR,"2,720,081",Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_121641_11,BMC-EE-Tender Cell-43/2025-26 Dt. 20.11.2025,Construction of Road from Bou House to Khanduala Basti in Ward No. 22,1,3275336,ABHISHEK KARTIK RAY,03-Dec-2025 03:56 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3271101,AJAYA KUMAR JENA,02-Dec-2025 08:54 AM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3264126,AMAL KIRAN SATAPATHY,28-Nov-2025 03:40 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3274711,AMARENDRA PRASAD SAHOO,03-Dec-2025 01:38 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3274749,AMARESH SAHOO,03-Dec-2025 01:49 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3271721,AMIN BARISAL,02-Dec-2025 11:23 AM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3266981,ANJAN KUMAR DAS,29-Nov-2025 05:08 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3275625,BISWAJIT SAHU,03-Dec-2025 04:54 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3269405,BYASADEV PROJECTS PRIVATE LIMITED,01-Dec-2025 12:57 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3263159,CHANDAN PRASAD JENA,28-Nov-2025 12:49 PM,Rejected-Finance,Rejected,20-Feb-2026 04:00 PM,AOC
