Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi","72,502",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 12/2025-26,2025_CEMIB_121486_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"Const of canal lining of LMC from RD 1417mtr to RD 1981 mtr, Left Minor canal of RMC from RD 60mtr to 305 mtr, Right Minor canal of RMC from RD 853 mtr to 1615 mtr of Rungaon MIP in Bargaon Block of Sundargarh District under Capex Lining 2025-26.","Const of canal lining of LMC from RD 1417mtr to RD 1981 mtr, Left Minor canal of RMC from RD 60mtr to 305 mtr, Right Minor canal of RMC from RD 853 mtr to 1615 mtr of Rungaon MIP in Bargaon Block of Sundargarh District under Capex Lining 2025-26.",B class contractor ,NA ,"72,50,190",Civil Works - Others,Impvt. to MIP ,Tender,90.0,90.0,Bargaon Block,770016.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate",1.0,ICICI BANK,18-Nov-2025 10:00 AM,03-Dec-2025 11:00 AM,18-Nov-2025 10:00 AM,02-Dec-2025 05:30 PM,18-Nov-2025 10:00 AM ,02-Dec-2025 05:30 PM ,18-Nov-2025 10:00 AM,02-Dec-2025 05:30 PM,16-Dec-2025 05:00 PM,AOC,"Er. D.K. Naik, SE MI Division, Sundargarh",Internal,"Sri R. Singh DAO, Sri S. Lakra AEE (Estr), Smt N. Soreng AE (Estr), Miss G. Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,19-Dec-2025 01:00 PM,finsummary_565195.pdf (816.28 KB),Technical,All the 12nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence theirfinancial bids have been opened.,DHIRENDRA KUMAR NAIK,16-Dec-2025 04:51 PM,technical_565195.pdf,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_121486_2,SE MID SNG 12/2025-26,"Const of canal lining of LMC from RD 1417mtr to RD 1981 mtr, Left Minor canal of RMC from RD 60mtr to 305 mtr, Right Minor canal of RMC from RD 853 mtr to 1615 mtr of Rungaon MIP in Bargaon Block of Sundargarh District under Capex Lining 2025-26.",1.0,3267212.0,SIPUN BEHERA,INR,"6,163,386.77",1,3265077,CHITTARANJAN HOTA,28-Nov-2025 08:03 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,31-Dec-2025,"INR 6,163,386.77",90.0,DHIRENDRA KUMAR NAIK,06-Feb-2026 10:31 AM,rungaon.pdf (840.00 KB),The tender of Sri Sipun Behera B class Engg. contractor decided in Transparent Lottery Amounting to Rs 6163386.77 being 14.99 percent less than the Tendered value is accepted.,Finance,"Dhanlaxmi Establishment Private Limited B Gen, Ranjit Biswal B Engg and Shiba Badaik B SC contractor have not qualified due to wrong name mention in BOQ and other 9nos bidders may be invited for lottery",DHIRENDRA KUMAR NAIK,19-Dec-2025 12:55 PM,finance_565195.pdf,BOQ Comparative Chart,"Er. D.K. Naik, SE MI Division, Sundargarh",Internal,"Sri R. Singh DAO, Sri S. Lakra AEE (Estr), Smt N. Soreng AE (Estr), Miss G. Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,16-Dec-2025 04:56 PM,16-Dec-2025 05:00 PM,techsummary_565195.pdf (1254.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3267293,DHANESWAR MAJHI,29-Nov-2025 08:42 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3271153,DHANLAXMI ESTABLISHMENT PRIVATE LIMITED,01-Dec-2025 10:55 PM,Rejected-Finance,Not qualified for lottery process,19-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3268302,FRIENDS CONSTRUCTION,30-Nov-2025 07:59 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3265268,JAJATI KESHARI NAIK,28-Nov-2025 08:59 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3267103,JITENDRA MAJHI,29-Nov-2025 07:03 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3265328,MADHUMITA SINGH,30-Nov-2025 05:31 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3271256,RANJIT BISWAL,01-Dec-2025 11:30 PM,Rejected-Finance,Not qualified for lottery process,19-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3270610,RASHMI PUROHIT,01-Dec-2025 07:20 PM,Rejected-AOC,Rejected,06-Feb-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3271229,SHIBA BADAIK,01-Dec-2025 11:10 PM,Rejected-Finance,Not qualified for lottery process,19-Dec-2025 01:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
