Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Three bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,07-Nov-2025 04:52 PM,finance_554941.pdf,BOQ Comparative Chart,"Municipal Commissioner,CMC",Internal,"Municipal Commissioner, CMC",Sanjukta Sa,07-Nov-2025 04:43 PM,07-Nov-2025 04:45 PM,techsummary_554941.pdf (451.77 KB),1,3131520,Academy For Media Learning Pvt Ltd,24-Oct-2025 04:48 PM,Rejected-AOC,Rejected,02-Feb-2026 04:04 PM,02-Feb-2026,"INR 390,000",365.0,Sanjukta Sa,02-Feb-2026 04:04 PM,chat.pdf (198.00 KB),wo,1.0,3132200.0,OMMCOM MEDIA PVT. LTD.,INR,"390,000",Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,02-Feb-2026 03:54 PM,finsummary_554941.pdf (198.48 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_116787_1,MC(CMC)CTC_Div-IIINo.19/25-26,Selection of an Agency for Management of Public Relations and Social Media Platforms of Cuttack Municipal Corporation.,Technical,Ten bidders participated.,Sanjukta Sa,31-Oct-2025 11:59 AM,technical_554941.pdf,AOC,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.19/25-26,2025_ORULB_116787_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,1ST Corrigendum Notice,Date,,Selection of an Agency for Management of Public Relations and Social Media Platforms of Cuttack Municipal Corporation.,Selection of an Agency for Management of Public Relations and Social Media Platforms of Cuttack Municipal Corporation.,Please refer Tender documents. ,NA ,0.0,Civil Works - Others,NA ,Tender,90.0,365.0,CMC,753012.0,NA ,NA ,NA ,"Municipal Commissioner, CMC, Choudhury Bazar",No ,No,"11,800",0.0,Nil,Nil,No,09-Oct-2025 05:00 PM,31-Oct-2025 11:00 AM,09-Oct-2025 05:00 PM,29-Oct-2025 05:00 PM,NA ,NA ,09-Oct-2025 05:00 PM,29-Oct-2025 05:00 PM,07-Nov-2025 04:45 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Municipal Commissioner, CMC","Municipal Commissioner, CMC, Choudhury Bazar","50,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3145093,ARTISAN ADVERTISING AGENCY,29-Oct-2025 04:45 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,1ST Corrigendum Notice,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,AOC
,,,,,,,,,,,,,3,3144821,Cyfuture India Pvt Ltd,28-Oct-2025 03:25 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3164449,ELEEANORA IMAGES PVT. LTD.,29-Oct-2025 04:44 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3133877,FAST COMMUNICATION,22-Oct-2025 01:45 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3132300,LIGHT HOUSE,23-Oct-2025 11:31 AM,Rejected-AOC,Rejected,02-Feb-2026 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3165426,OASYS TECH SOLUTIONS PRIVATE LIMITED,29-Oct-2025 04:12 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3132200,OMMCOM MEDIA PVT. LTD.,22-Oct-2025 12:29 PM,Accepted-AOC,Accepted,02-Feb-2026 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3148720,RUN TIME SOLUTIONS PRIVATE LIMITED,27-Oct-2025 05:36 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3166267,Wishfort Technologies Private Limited,29-Oct-2025 04:49 PM,Rejected-Technical,Original Document Verify,07-Nov-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
