Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2932418,MAHESH NANDAN SAMAL,26-May-2025 07:33 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2935419,MAMINA PANDA,27-May-2025 06:09 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2934038,MANOJ KUMAR SWAIN,27-May-2025 02:45 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2938381,M/S AADYA ENTERPRISES,28-May-2025 03:56 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2932530,M/S JAGABALIA ENTERPRISES,26-May-2025 10:42 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2938034,M/S JMJ ENTERPRISES,28-May-2025 02:29 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2933397,M/S KRUSHNA CHANDRA BEHERA,26-May-2025 06:50 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2934882,M/S LMS ENTERPRISES,27-May-2025 12:59 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2934733,M/S MAA BIRAJA TRADERS,27-May-2025 06:44 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2930837,M/S RAMESH CHANDRA DAS,27-May-2025 01:47 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2932434,M/S SIDHARTH CONSTRUCTION,26-May-2025 07:43 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2931753,PRAVATI NAYAK,27-May-2025 07:15 PM,Accepted-AOC,Won the lottery,26-Feb-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2937888,Priya Ranjan Senapati,28-May-2025 01:59 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2934578,PUSPALATA MOHANTY,28-May-2025 11:37 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2930578,RABINARAYAN PALLAI,27-May-2025 01:18 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2932007,RAMA CHANDRA NAYAK,26-May-2025 11:13 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2930009,SANGITA DHAL,24-May-2025 11:05 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2938369,SANGRAM KISHORE SAHOO,28-May-2025 04:06 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2936875,SANTOSH KUMAR NAYAK,28-May-2025 10:52 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2937523,SASHI REKHA PARIDA,28-May-2025 01:18 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2936293,SATCHIDANANDA JENA,27-May-2025 09:19 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2936941,SATRUGHNA ROUT,28-May-2025 01:08 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2931223,SHAIK SALAUDDIN,27-May-2025 09:51 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,2931519,SHANTI SAHOO,26-May-2025 11:30 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,2934381,SNANTANU KUMAR ROUTRAY,27-May-2025 09:39 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,2934138,SNEHASIS SOURAV SAMANTARAY,27-May-2025 10:39 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,2937975,SUBHASHIS CHANDRA NAYAK,28-May-2025 03:00 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,2934223,SUDHAKAR NAYAK,27-May-2025 11:43 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,2931684,SURESH KUMAR MOHANTY,26-May-2025 08:47 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,2930365,SUSMITA DAS,23-May-2025 05:54 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,2930528,UMAKANTA DAS,26-May-2025 08:42 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
