Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
JJPR-13/25-26 Restoration to Talia Minor of jajpur Canal (Bed cleaning and Jungle clearance),Canal work,Please refer Tender documents. ,NA ,"5,47,235",Civil Works - Canal,NA ,Tender,90.0,180.0,Dist-Jajpur,755001.0,NA ,NA ,NA ,"O/o the SE, Jajpur Irrigation Division, Jajpur",No ,No,1.0,ICICI BANK,Superintending Engineer,"O/o the SE, Jajpur Irrigation Division, Jajpur","5,500",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,20-May-2025 10:00 AM,29-May-2025 11:30 AM,20-May-2025 10:00 AM,28-May-2025 05:00 PM,20-May-2025 10:00 AM ,26-May-2025 05:00 PM ,20-May-2025 10:00 AM,28-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,e-Procurement Notice No.01/ 2025-26,2025_CDJID_113607_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2934262,ASHOK KUMAR MOHANTY,27-May-2025 06:19 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,26-Feb-2026,"INR 465,204.64",180.0,Ratnakar Dalai,26-Feb-2026 01:55 PM,JJPR_13.pdf (222.00 KB),Contract Awarded,"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Ratnakar Dalai,10-Jul-2025 01:16 PM,techsummary_540181.pdf (447.25 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,2025_CDJID_113607_9,e-Procurement Notice No.01/ 2025-26,JJPR-13/25-26 Restoration to Talia Minor of jajpur Canal (Bed cleaning and Jungle clearance),"SE, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Ratnakar Dalai,26-Feb-2026 01:53 PM,finsummary_540181.pdf (221.59 KB),Finance,Downloaded tender documents of all the bidders have been downloaded successfully.,Sudhanshu Sekhar Nayak,29-May-2025 11:02 PM,finance_540181.pdf,BOQ Comparative Chart,1.0,2931753.0,PRAVATI NAYAK,INR,"465,204.64",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,2,2934286,ASHOK SAHOO,27-May-2025 08:02 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",,,,,,,,,,,,,,,AOC,3,2931384,BIKASH SAHOO,26-May-2025 08:44 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2932069,DEBADATTA MOHANTY,25-May-2025 09:13 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2935739,JYOTI MOHAN MOHANTY,27-May-2025 06:35 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2938257,KAMALAKANTA JENA,28-May-2025 04:08 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2931784,LAXMIDHAR SAHOO,26-May-2025 01:21 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2936627,LILIMA SAHOO,28-May-2025 11:24 AM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2937814,LOPAMUDRANAYAK,28-May-2025 01:46 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2929670,MAHENDRA KUMAR PATI,23-May-2025 12:15 PM,Rejected-Technical,Does not satisfy as per DTCN,10-Jul-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
