S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"1,266",Yes,percentage,1.0%,Nil,Nil,600.0,0.0,Nil,Nil,No,17-Nov-2025 01:45 PM,29-Nov-2025 11:00 AM,17-Nov-2025 01:45 PM,28-Nov-2025 05:30 PM,17-Nov-2025 01:45 PM ,28-Nov-2025 05:30 PM ,17-Nov-2025 01:45 PM,28-Nov-2025 05:30 PM,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH52526,2025_CERWI_121447_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to R.I. office building at Fategarh for the year 2025-26,S/R to R.I. office building at Fategarh for the year 2025-26,NA ,NA ,"1,26,557",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_121447_1,TENDERONLINEDNAYAGARH52526,S/R to R.I. office building at Fategarh for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,06-Feb-2026 01:24 PM,finsummary_565068.pdf (3883.35 KB),Finance,Technical Evaluation commitee,Sasmita Munduri,14-Jan-2026 07:39 PM,finance_565068.pdf,BOQ Comparative Chart,1.0,3252884.0,ROJALIN SAHOO,INR,"107,586",1,3261531,LALITA SENAPATI,28-Nov-2025 07:56 AM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,06-Feb-2026,"INR 107,586",60.0,Chittaranjan Mishra,06-Feb-2026 01:36 PM,764.pdf (455.00 KB),173p1 OF 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,14-Jan-2026 07:41 PM,techsummary_565068.pdf (3883.29 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,2,3248497,MANORANJAN JENA,23-Nov-2025 05:55 PM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3252884,ROJALIN SAHOO,25-Nov-2025 07:04 AM,Accepted-AOC,AOC,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3259554,SALI KHUNTIA,27-Nov-2025 12:07 PM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3252288,SAROJ KUMAR DALAI,25-Nov-2025 12:30 AM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3262963,SBL CONSTRUCTION,28-Nov-2025 01:20 PM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3253043,SUDARSAN PRADHAN,25-Nov-2025 09:29 AM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3256731,SUDHANSU DAS,27-Nov-2025 01:17 PM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3258121,SURESH KUMAR BHUJABAL,27-Nov-2025 07:57 PM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3261458,TICONNA POLYMER INDUSTRIES,27-Nov-2025 09:55 PM,Rejected-AOC,L1,06-Feb-2026 01:36 PM,,,,,,,,,,,,,,AOC
