Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"RC PAN GSTIN Notarised Agt.copy of Electrical Contractor, Affidavit and other documents as per DTCN",Construction of 2 nos F-type Qtr at Nadpur PHC under Betnoti Block in the Mayurbhanj District for the year 2023-24.(State Plan),Construction of 2 nos F-type Qtr at Nadpur PHC under Betnoti Block in the Mayurbhanj District for the year 2023-24.(State Plan),Please refer Tender documents. ,NA ,"55,31,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,"55,310",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,06(Online)/RWD/BPD/2025-26,2025_CERWI_120166_47,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Nov-2025 11:00 AM,12-Nov-2025 05:30 PM,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,04-Nov-2025 11:00 AM ,12-Nov-2025 03:00 PM ,04-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,27-Nov-2025 03:00 PM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",AOC,R.Pradhan,Internal,,Rajesh Pradhan,20-Dec-2025 05:32 PM,finsummary_561543.pdf (201.65 KB),Technical,.,Dibyamayee Behera,27-Nov-2025 12:41 PM,technical_561543.pdf,R.Pradhan,Internal,,Dibyamayee Behera,27-Nov-2025 12:45 PM,27-Nov-2025 03:00 PM,techsummary_561543.pdf (176.24 KB),Finance,.,Rajesh Pradhan,20-Dec-2025 05:28 PM,finance_561543.pdf,BOQ Comparative Chart,1.0,3208703.0,BINIT KUMAR BEHERA,INR,"4,700,932",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120166_47,06(Online)/RWD/BPD/2025-26,Construction of 2 nos F-type Qtr at Nadpur PHC under Betnoti Block in the Mayurbhanj District for the year 2023-24.(State Plan),1,3209918,BIKRAM KUMAR SENAPATI,10-Nov-2025 09:20 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,31-Dec-2025,"INR 4,700,932",270.0,Rajesh Pradhan,12-Feb-2026 06:37 PM,193.pdf (479.00 KB),AOC
2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3208703,BINIT KUMAR BEHERA,10-Nov-2025 06:10 PM,Accepted-AOC,Lottery winner,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3218192,BRAJA MOHAN BEHERA,12-Nov-2025 04:44 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3209554,HARISH CHANDRA MOHANTY,10-Nov-2025 07:04 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3216868,HEMANTA KUMAR BEHERA,12-Nov-2025 12:58 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3209173,HIMANSUSHEKHAR SAHU,11-Nov-2025 05:37 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3198034,Kamalakanta Choudhury,12-Nov-2025 02:38 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3217094,KAMALA KANTA JENA,12-Nov-2025 03:59 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3212802,MAHAPRASAD PANDA,12-Nov-2025 12:08 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3211495,MANAS KUMAR BEHERA,12-Nov-2025 12:47 PM,Rejected-AOC,unsuccessful tenderer,12-Feb-2026 06:37 PM,,,,,,,AOC
