Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
29-Jan-2026,"INR 2,475,603.63",90.0,Sisira Kumar Das,24-Feb-2026 03:58 PM,4.pdf (404.00 KB),The work has been awarded to Sri Chinmaya Kumar Mohanty,Finance,Downloaded all the bidders,Sisira Kumar Das,26-Nov-2025 12:03 PM,,BOQ Comparative Chart,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Sisira Kumar Das,30-Dec-2025 03:50 PM,finsummary_563336.pdf (4451.95 KB),1,3248356,ARPAN AGENCY,23-Nov-2025 05:01 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2025_JIRR_121080_4,JKID-03 OF 2025-26,4-Restoration to Kelua left embankment on Alishapatana Rahapada OAE from RD 4.30 mtr to RD 6.80mtr,1.0,3242644.0,CHINMAY KUMAR MOHANTY,INR,"2,475,603.63","Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Sisira Kumar Das,10-Dec-2025 11:30 AM,techsummary_563336.pdf (4451.95 KB),AOC,4-Restoration to Kelua left embankment on Alishapatana Rahapada OAE from RD 4.30 mtr to RD 6.80mtr,"Earth work, Dumping and Packing work",Please refer Tender documents. ,NA ,"29,12,132",Civil Works - Others,NA ,Tender,90.0,90.0,Jaraka,755050.0,NA ,NA ,NA ,"Superintending Engineer,Jaraka Irrigation Division",No ,No,"SE, Jaraka Irrigation Division, Jaraka","Superintending Engineer, Jaraka Irrigation Division, Jaraka",1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN,RC,No Relation Certificate, Affidavit regarding authenticity","29,200",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,13-Nov-2025 11:00 AM,25-Nov-2025 11:00 AM,13-Nov-2025 11:00 AM,24-Nov-2025 05:00 PM,13-Nov-2025 11:00 AM ,18-Nov-2025 05:00 PM ,13-Nov-2025 11:00 AM,24-Nov-2025 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-03 OF 2025-26,2025_JIRR_121080_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3242644,CHINMAY KUMAR MOHANTY,20-Nov-2025 07:44 PM,Accepted-AOC,The work has been awarded to Sri Chinmaya Kumar Mohanty,24-Feb-2026 03:58 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,3236495,DEBADATTA MOHANTY,19-Nov-2025 04:06 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3250265,DEBASISH ROUT,24-Nov-2025 12:27 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3242480,GANESWAR BEHERA,20-Nov-2025 06:13 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3245049,KAMINI SAHOO,21-Nov-2025 06:14 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3248130,MANAS KUMAR MALIK,23-Nov-2025 03:06 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3246053,MITESH MOHANTY,22-Nov-2025 12:59 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3247520,NITISH MOHANTY,24-Nov-2025 11:35 AM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3247713,PRASANTA KUMAR MOHANTY,23-Nov-2025 12:09 PM,Rejected-Finance,Other than L1,30-Dec-2025 03:50 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
