Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,New construction of Day-Care Sub-Center-cum-Health and Wellness center building at Kajalaipalli under Odagaon Block in the District of Nayagarh for the year 2023-24,New construction of Day-Care Sub-Center-cum-Health and Wellness center building at Kajalaipalli under Odagaon Block in the District of Nayagarh for the year 2023-24,NA ,NA ,"46,31,988",Civil Works - Buildings,NA ,Tender,90.0,90.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"46,320",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,NAYAGARH13202324,2024_CERWI_101474_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,20-Feb-2024 01:00 PM,11-Mar-2024 11:00 AM,20-Feb-2024 01:00 PM,07-Mar-2024 05:30 PM,20-Feb-2024 01:00 PM ,07-Mar-2024 05:30 PM ,20-Feb-2024 01:00 PM,07-Mar-2024 05:30 PM,07-Jun-2024 11:00 AM,1.0,ICICI BANK,1.0,Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,DTCN.pdf Valid PAN GSTin Contractor license and other documents as per DTCN,Divisional Officer,"RURAL WORKS DIVISION, NAYAGARH",AOC,1,2471290,AMIT KUMAR PRUSTY,07-Mar-2024 01:32 PM,Rejected-AOC,L2,14-Feb-2026 12:34 PM,14-Feb-2026,"INR 3,937,653",90.0,Chittaranjan Mishra,14-Feb-2026 12:34 PM,868.pdf (476.00 KB),184P1 OF 2025-26,EE,Internal,"EE, DAO and ESTIMATOR",Chittaranjan Mishra,03-Jun-2024 04:42 PM,07-Jun-2024 11:00 AM,techsummary_494924.pdf (2528.77 KB),Finance,Techincal evaluation committee,Chittaranjan Mishra,14-Feb-2026 12:23 PM,finance_494924.pdf,BOQ Comparative Chart,Technical,TECHNICAL EVALUATION SHEET,Chittaranjan Mishra,03-Jun-2024 04:39 PM,technical_494924.pdf,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2024_CERWI_101474_1,NAYAGARH13202324,New construction of Day-Care Sub-Center-cum-Health and Wellness center building at Kajalaipalli under Odagaon Block in the District of Nayagarh for the year 2023-24,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,14-Feb-2026 12:27 PM,finsummary_494924.pdf (2529.56 KB),1.0,2471304.0,DEBASHIS MOHAPATRA,INR,"3,937,653",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,2.0,Finance,.xls,BOQ.xls,,,AOC,2,2471304,DEBASHIS MOHAPATRA,07-Mar-2024 09:25 AM,Accepted-AOC,AOC,14-Feb-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2471655,JITENDRA KUMAR DORA,07-Mar-2024 03:32 PM,Rejected-AOC,L2,14-Feb-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2471736,JUGAL KISHORE BEHERA,07-Mar-2024 04:48 PM,Rejected-AOC,L3,14-Feb-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2471643,PRADIPTA KUMAR BEHERA,07-Mar-2024 02:58 PM,Rejected-AOC,L4,14-Feb-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2471567,SUMITRA PRADHAN,07-Mar-2024 02:00 PM,Rejected-AOC,L1,14-Feb-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
