Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"License, EMD, Tander Paper Cost, GST, PAN etc as per DTCN",BDO NAYAGARH,BDO NAYAGARH,1.0,ICICI BANK,15-Apr-2025 11:00 AM,28-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,25-Apr-2025 05:00 PM,NA ,NA ,15-Apr-2025 11:00 AM,25-Apr-2025 05:00 PM,"6,000",Nil,Nil,No,"25,228",Yes,percentage,1.0%,Nil,Nil,Const.of GPLF Office Building with Market Complx at Natugaon G.P,Const.of GPLF Office Building with Market Complx at Natugaon G.P,Please refer Tender documents. ,NA ,"25,22,815",Civil Works - Buildings,NA ,Tender,240.0,180.0,NAYAGARH BLOCK,752069.0,NA ,NA ,NA ,BDO NAYGARH,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Nayagarh||NAYAGARH Block,01/2025-26,2025_PRNY_112278_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Nayagarh||NAYAGARH Block,2025_PRNY_112278_4,01/2025-26,Const.of GPLF Office Building with Market Complx at Natugaon G.P,1.0,2893746.0,SAMEER PATTANAIK,INR,"2,144,645.4",BDO,Internal,BDO,Chandrasekhar Samantaray,11-Feb-2026 01:37 PM,techsummary_535615.pdf (355.82 KB),11-Feb-2026,"INR 2,144,645.4",180.0,Chandrasekhar Samantaray,11-Feb-2026 03:09 PM,GPLFNATUGAON.pdf (196.00 KB),Yes,BDO,Internal,BDO,Chandrasekhar Samantaray,11-Feb-2026 02:29 PM,finsummary_535615.pdf (355.82 KB),Finance,All bids are accepted,Aishwarya Bhuyan,03-May-2025 10:52 AM,finance_535615.pdf,BOQ Comparative Chart,1,2894634,BIBHUTI BHUSANA PARIDA,25-Apr-2025 01:52 PM,Rejected-AOC,AOC,11-Feb-2026 03:10 PM,AOC
,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2894862,JYOTIRANJAN BEHERA,25-Apr-2025 03:46 PM,Rejected-AOC,AOC,11-Feb-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2894606,LALIT MOHAN SAMANTARAY,25-Apr-2025 04:39 PM,Rejected-AOC,AOC,11-Feb-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2893746,SAMEER PATTANAIK,24-Apr-2025 04:37 PM,Accepted-AOC,AOC,11-Feb-2026 03:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2894526,SATYABADI PANDA,25-Apr-2025 04:29 PM,Rejected-AOC,AOC,11-Feb-2026 03:10 PM,AOC
