Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Superintending Engineer,Internal,,Avijit Barik,10-Feb-2026 01:15 PM,techsummary_571375.pdf (494.04 KB),10-Feb-2026,"INR 2,118,143",60.0,Avijit Barik,10-Feb-2026 01:30 PM,Wolachamani.pdf (668.00 KB),1,3304714,Balabhadra Khillo,16-Dec-2025 06:20 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,1.0,3302128.0,Damburu Guntha,INR,"2,118,143",Finance,Bid opening,Avijit Barik,10-Feb-2026 01:12 PM,finance_571375.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,Avijit Barik,10-Feb-2026 01:23 PM,finsummary_571375.pdf (412.29 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_123068_1,SERWSBD Online 06 2025 26,Lachhamani P.W.D Road- Badanerka(5/300 to 6/800 ) for the year 2024-25,AOC,Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA",1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",Lachhamani P.W.D Road- Badanerka(5/300 to 6/800 ) for the year 2024-25,Lachhamani P.W.D Road- Badanerka(5/300 to 6/800 ) for the year 2024-25,NA ,NA ,"24,91,640",Civil Works - Roads,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,12-Dec-2025 11:00 AM,20-Dec-2025 11:00 AM,12-Dec-2025 11:00 AM,19-Dec-2025 05:00 PM,12-Dec-2025 11:00 AM ,18-Dec-2025 05:00 PM ,12-Dec-2025 11:00 AM,19-Dec-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 06 2025 26,2025_CERWI_123068_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"25,000",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3314324,Balaram Subuddhi,18-Dec-2025 03:05 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3316353,Biren Samantaray,19-Dec-2025 03:05 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3302128,Damburu Guntha,14-Dec-2025 09:41 PM,Accepted-AOC,Qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3312767,LALITENDU TRIPATHY,17-Dec-2025 10:35 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3317301,PABITRA HUIKA,19-Dec-2025 02:58 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3311605,SAMUNDU SAUNTA,18-Dec-2025 03:16 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3314761,Santosh Kumar Sahu,18-Dec-2025 05:03 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3302318,SIMANCHAL SAHU,18-Dec-2025 11:05 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3316492,SRIKANT RAUL,19-Dec-2025 12:09 PM,Rejected-AOC,Not qualified,10-Feb-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
