Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Const. Of Drain with cover slab from Rama Muduli house to Municipality Office Ward-04,Const. Of Drain with cover slab from Rama Muduli house to Municipality Office Ward-04,Please refer Tender documents. ,NA ,"12,26,465",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,boq,EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,"12,265",Yes,percentage,1.0%,Nil,Nil,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,cp,Internal,,Debaprasad Bal,02-Feb-2026 03:16 PM,techsummary_558108.pdf (168.07 KB),cp,Internal,,Chittaranjan Sethy,17-Feb-2026 08:23 PM,finsummary_558108.pdf (55.85 KB),Finance,k,Debaprasad Bal,21-Nov-2025 01:31 PM,,BOQ Comparative Chart,1.0,3210253.0,LIMA MANGAL,INR,"1,230,274",Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_41,AM-ANDP-03/2025-26,Const. Of Drain with cover slab from Rama Muduli house to Municipality Office Ward-04,1,3210322,ASHIS PATTANAYAK,10-Nov-2025 11:38 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,17-Feb-2026,"INR 1,230,274",60.0,Chittaranjan Sethy,17-Feb-2026 08:25 PM,commite.pdf (56.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,refer dtcn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3217844,HIMANSU SEKHAR DAS,12-Nov-2025 03:43 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3210253,LIMA MANGAL,10-Nov-2025 10:26 PM,Accepted-AOC,k,17-Feb-2026 08:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3219402,MADHU SUDAN SAHOO,12-Nov-2025 09:40 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3218724,NILAMANI SAHOO,12-Nov-2025 06:55 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3210614,PRAFULLA KUMAR SAHOO,11-Nov-2025 09:19 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3203772,PRASANNA KUMAR MISHRA,09-Nov-2025 08:55 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3219707,PRIYABRATA SAHOO,13-Nov-2025 12:44 AM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3214216,RAJENDRA KHUNTIA,11-Nov-2025 05:28 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3204030,SANJIP KUMAR SINGH,09-Nov-2025 09:51 PM,Rejected-Finance,k,17-Feb-2026 08:23 PM,,,,,,,AOC
