Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Ok,Ranjan Kumar Das,20-Nov-2025 02:49 PM,,BOQ Comparative Chart,1,3222066,JAYASHREE MOHAPATRA,13-Nov-2025 04:52 PM,Rejected-AOC,L2,12-Feb-2026 01:40 PM,1.0,3222017.0,Pradyumna Kishor Rout,INR,"1,988,205",Municipal Bodies||Pattamundai Municipality,2025_ORULB_120762_12,PM_03/2025-26,"Construction of R.C.C Drain and slab from Urdhu School to Iqbal Miyan house , Rajua Malik House and Rama Majhi House to Safi Miyan House in ward no - 11.",12-Feb-2026,"INR 1,988,205",120.0,Ranjan Kumar Das,12-Feb-2026 01:40 PM,AOC.pdf (622.00 KB),HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,12-Feb-2026 01:32 PM,techsummary_561812.pdf (354.37 KB),HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,12-Feb-2026 01:37 PM,finsummary_561812.pdf (422.26 KB),AOC,04-Nov-2025 05:00 PM,15-Nov-2025 11:00 AM,04-Nov-2025 05:00 PM,13-Nov-2025 05:00 PM,04-Nov-2025 05:00 PM ,12-Nov-2025 05:00 PM ,04-Nov-2025 05:00 PM,13-Nov-2025 05:00 PM,Executive Officer Pattamundai Municipality,Executive Officer Pattamundai Municipality Pattamundai Kendrapara,"Construction of R.C.C Drain and slab from Urdhu School to Iqbal Miyan house , Rajua Malik House and Rama Majhi House to Safi Miyan House in ward no - 11.","Construction of R.C.C Drain and slab from Urdhu School to Iqbal Miyan house , Rajua Malik House and Rama Majhi House to Safi Miyan House in ward no - 11.",Please refer Tender documents. ,NA ,"16,85,594",Civil Works - Others,NA ,Tender,90.0,120.0,Executive Officer Pattamundai Municipality,754215.0,NA ,NA ,NA ,Executive Officer Pattamundai Municipality,No ,No,Municipal Bodies||Pattamundai Municipality,PM_03/2025-26,2025_ORULB_120762_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Documents as per DTCN,"16,856",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3222017,Pradyumna Kishor Rout,13-Nov-2025 04:35 PM,Accepted-AOC,The Bidder Was Selected as L1 Bidder because the bidder was quoted lowest rate that another competitor bidder,12-Feb-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,AOC
