Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,31-Jan-2026 01:32 PM,techsummary_565166.pdf (192.72 KB),02-Feb-2026,"INR 2,532,423",60.0,Tapas Ranjan Lenka,28-Feb-2026 06:15 PM,aoc.pdf (19.00 KB),162/P1 of 2025-26,1,3256969,ALKA JOSHI,26-Nov-2025 01:31 PM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,Finance,Thirty six bidders have participated,Amar Chandra Kumar,29-Nov-2025 06:48 PM,,BOQ Comparative Chart,1.0,3256160.0,MANORANJAN PUROHIT,INR,"2,532,423",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_121478_8,Online 14 of 2025-26,Periodical maintenance of Mandosil-Amthi road from ch. 35.00km to 37.00km,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,31-Jan-2026 06:37 PM,finsummary_565166.pdf (192.72 KB),AOC,18-Nov-2025 10:00 AM,28-Nov-2025 11:00 AM,18-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,18-Nov-2025 10:00 AM ,26-Nov-2025 05:00 PM ,18-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost,EMD,Affidavit,PAN card,GSTIN,RC and other docs as per the DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,Online 14 of 2025-26,2025_CERWI_121478_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"29,790",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"EE R.W Division,Padampur","At.Po-Padampur, Rajapada, Dist. Bargarh",Periodical maintenance of Mandosil-Amthi road from ch. 35.00km to 37.00km,Periodical maintenance of Mandosil-Amthi road from ch. 35.00km to 37.00km,Please refer Tender documents. ,NA ,"29,78,971",Civil Works - Roads,NA ,Tender,90.0,60.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADMAPUR",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3248619,AVAS NIAL,26-Nov-2025 12:18 PM,Rejected-Technical,Disqualified-Invalid financial bid,31-Jan-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3243207,CHANDINI BAI JAIN,26-Nov-2025 11:09 AM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3258836,DAMBARU DHAR MEHER,26-Nov-2025 11:20 PM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3258092,DEBENDRA KUMAR JOSHI,26-Nov-2025 06:13 PM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3248647,DHIBAR DHARUA,26-Nov-2025 11:54 AM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3260067,DUBARAJ PRADHAN,27-Nov-2025 01:59 PM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3259084,GOPESWARI PRADHAN,27-Nov-2025 09:42 AM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3258907,GOPINATH HOTA,27-Nov-2025 12:33 PM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3259399,GUDIA RANI AGRAWAL,27-Nov-2025 11:30 AM,Rejected-Finance,Not successful in lottery,31-Jan-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
