Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,"SEPH-DIVISION, CTC- 44 (02) of 2025-26",2025_PHEO_123952_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,30-Dec-2025 11:00 AM,15-Jan-2026 11:00 AM,30-Dec-2025 11:00 AM,13-Jan-2026 05:00 PM,30-Dec-2025 11:00 AM ,05-Jan-2026 05:00 PM ,30-Dec-2025 11:00 AM,13-Jan-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,"OO Superintending Engineer, PH Division, Cuttack","OO Superintending Engineer, PH Division, Cuttack, Nayabazar, Cuttack",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD,Valid Regd.Certificate,GST,PAN,Affidavit as per DTCN",1,ICICI BANK,Installation of new production well with ancillary works at Nasadipur ward no - 6 in Kendrapara Municipality.,Installation of new production well with ancillary works at Nasadipur ward no - 6 in Kendrapara Municipality.,Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,90.0,"Mahanadivihar, Cuttack",753004.0,NA ,NA ,NA ,"OO Superintending Engineer, PH Division, Cuttack",No ,No,"44,000",Yes,fixed,,Nil,Nil,AOC,17-Feb-2026,"INR 4,304,547",90.0,Ajaya Kumar Naik,17-Feb-2026 01:21 PM,comparative.pdf (1277.00 KB),Er. Ajaya Naik,Internal,"JE (Estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,17-Feb-2026 01:18 PM,finsummary_573624.pdf (1277.39 KB),Finance,The validity of tenders depends on the result of scrutiny of the scanned documents and financial bid submitted by the tenderers online,Ajaya Kumar Naik,15-Jan-2026 05:54 PM,,BOQ Comparative Chart,1,3353146,RUDRA MADHABA KAR,13-Jan-2026 04:45 PM,Rejected-Finance,2nd lowest,17-Feb-2026 01:18 PM,1.0,3352304.0,SANGITA BEHURA,INR,"4,304,547",PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,2025_PHEO_123952_1,"SEPH-DIVISION, CTC- 44 (02) of 2025-26",Installation of new production well with ancillary works at Nasadipur ward no - 6 in Kendrapara Municipality.,Er. Ajaya Naik,Internal,"JE (Estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,17-Feb-2026 01:14 PM,techsummary_573624.pdf (1277.39 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3352304,SANGITA BEHURA,13-Jan-2026 04:24 PM,Accepted-AOC,1st lowest,17-Feb-2026 01:21 PM,,,,,,,,,,,,,,,,AOC
