EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"8,729",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Renovation and Refurbation of office of the Quality Assurance Division,Renovation and Refurbation of office of the Quality Assurance Division,Please refer Tender documents. ,NA ,"8,72,935",Civil Works - Buildings,NA ,Tender,90.0,90.0,SUNDARGARH,770020.0,NA ,NA ,NA ,"O/O THE SE, SID, SUNDARGARH",No ,No,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",SID-05/2025-26,2025_CEBBU_120342_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"O/O THE SE, SID, SUNDARGARH","O/O THE SE, SID, SUNDARGARH AT/PO-SANKARA DIST-SUNDARGARH PIN-770020",1.0,Fee/PreQual/Technical/Finance,.pdf,Receipt of Tender Paper Cost and EMD.,01-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,15-Nov-2025 05:30 PM,01-Nov-2025 10:00 AM ,15-Nov-2025 05:30 PM ,01-Nov-2025 10:00 AM,15-Nov-2025 05:30 PM,AOC,1,3221625,Bikash Kumar Tanty,15-Nov-2025 03:16 PM,Rejected-AOC,2nd Lowest,16-Feb-2026 04:39 PM,16-Feb-2026,"INR 742,082",90.0,Gobinda Chandra Majhi,16-Feb-2026 04:39 PM,30P1202526.pdf (10288.00 KB),WORK ORDER AND AGREEMENT COPY,SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,16-Feb-2026 04:31 PM,techsummary_560120.pdf (996.45 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",2025_CEBBU_120342_2,SID-05/2025-26,Renovation and Refurbation of office of the Quality Assurance Division,SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,16-Feb-2026 04:34 PM,finsummary_560120.pdf (996.45 KB),Finance,Bid Opening Summary,Gobinda Chandra Majhi,26-Nov-2025 05:44 PM,finance_560120.pdf,BOQ Comparative Chart,1.0,3226655.0,SHARAT KUMAR PATEL,INR,"742,082",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GSTIN, PAN Card, Contractor Regd. Certificate, No Relation Certificate, Other document as per DTCN",,,,,,,,,AOC,2,3224593,EPHREMILATA JOJO,14-Nov-2025 01:55 PM,Rejected-AOC,2nd Lowest,16-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC,3,3227464,MALAYA CHARAN NAYAK,15-Nov-2025 02:06 PM,Rejected-AOC,2nd Lowest,16-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3227530,PRANAB KUMAR MAJHI,15-Nov-2025 03:13 PM,Rejected-AOC,2nd Lowest,16-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3226655,SHARAT KUMAR PATEL,15-Nov-2025 11:06 AM,Accepted-AOC,1st Lowest Through Lottery,16-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
