EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"8,760",Yes,fixed,,Nil,Nil,07-Dec-2025 04:00 PM,23-Dec-2025 11:00 AM,07-Dec-2025 04:00 PM,22-Dec-2025 05:30 PM,07-Dec-2025 04:00 PM ,08-Dec-2025 05:30 PM ,07-Dec-2025 04:00 PM,22-Dec-2025 05:30 PM,24-Dec-2025 05:30 PM,Municipal Bodies||Digapahandi NAC,DIGNAC-05/2025-26,2025_ORULB_122597_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Head Room and Remaining work of Market complex Block II Phase 3 at Janata Lane Digapahandi Odisha,Construction of Head Room and Remaining work of Market complex Block II Phase 3 at Janata Lane Digapahandi Odisha,Please refer Tender documents. ,NA ,"8,76,072",Civil Works - Others,NA ,Tender,90.0,180.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,EXECUTIVE OFFICER NAC DIGAPAHANDI,NAC OFFICE DIGAPAHANDI,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,"4,720",0.0,Nil,Nil,No,AOC,Municipal Bodies||Digapahandi NAC,2025_ORULB_122597_2,DIGNAC-05/2025-26,Construction of Head Room and Remaining work of Market complex Block II Phase 3 at Janata Lane Digapahandi Odisha,Technical,ALL ARE QUALIFIED,Abinash Mishra,24-Dec-2025 03:42 PM,,CHAIRPERSON,Internal,EO ME JE ACCOUNTANT,Abinash Mishra,01-Jan-2026 07:27 PM,finsummary_569891.pdf (888.50 KB),1.0,3322734.0,PRIYARANJAN PRADHAN,INR,"876,071",15-Jan-2026,"INR 876,071",180.0,Abinash Mishra,17-Feb-2026 04:26 PM,2.pdf (765.00 KB),1,3322889,DINABANDHU CHOUDHURY,22-Dec-2025 03:26 PM,Rejected-Finance,L2 REJECTED,01-Jan-2026 07:27 PM,CHAIRPERSON,Internal,EO AE ME,Abinash Mishra,24-Dec-2025 05:00 PM,24-Dec-2025 05:30 PM,techsummary_569891.pdf (706.90 KB),Finance,all are qualified,Kalu Charan Pradhan,24-Dec-2025 06:25 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3322734,PRIYARANJAN PRADHAN,22-Dec-2025 02:46 PM,Accepted-AOC,L1,17-Feb-2026 04:27 PM,,,,,,,,,,,,,,AOC
