Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 05:11 PM,07-Jul-2025 11:00 AM,techsummary_528822.pdf (12490.21 KB),1.0,2847526.0,DEBANANDA BABU,INR,"102,756,700.05",Orissa Lift Irrigation Corporation,2025_OLIC_110262_3,967 DT-05.02.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in SUBARNAPUR District Pkg-03 BID ID-38",1,2847526,DEBANANDA BABU,10-Mar-2025 12:44 PM,Accepted-AOC,L-1 Bidder,27-Feb-2026 11:51 AM,Technical,Three nos of Bidders have participated,Sudarsan Sadangi,11-Mar-2025 05:02 PM,,Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 06:12 PM,,BOQ Comparative Chart,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,14-Oct-2025 06:49 PM,finsummary_528822.pdf (17372.14 KB),14-Oct-2025,"INR 102,756,700.05",180.0,Sudarsan Sadangi,27-Feb-2026 11:50 AM,OrderSubarnapur03.pdf (455.00 KB),ORDER,AOC,Orissa Lift Irrigation Corporation,967 DT-05.02.2025,2025_OLIC_110262_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,"Installatin, Electrification, Energisation and Commissioning of Borewells in SUBARNAPUR District Pkg-03 BID ID-38","Installatin, Electrification, Energisation and Commissioning of Borewells in SUBARNAPUR District Pkg-03 BID ID-38",Please refer Tender Document DTCN ,NA ,"10,81,54,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,SUBARNAPUR,767017.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,"10,82,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN","11,800",0.0,Nil,Nil,Yes,12-Feb-2025 10:00 AM,11-Mar-2025 11:00 AM,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,12-Feb-2025 10:00 AM ,25-Feb-2025 05:00 PM ,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,07-Jul-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,2,2849397,M/s.GURUNANAK BORE WELLS,10-Mar-2025 04:31 PM,Rejected-Technical,Technically disqualified by Technical Committee,02-Jul-2025 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2847484,M/S ORISSA ENTERPRISES,08-Mar-2025 07:58 PM,Rejected-Finance,Rejected by Tender Committee,14-Oct-2025 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
