Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,7 nos of bidder are participated,Shrabani Routray,21-Nov-2025 06:53 PM,,BOQ Comparative Chart,04-Feb-2026,"INR 423,103.58",60.0,Nirmal Chandra Jena,04-Feb-2026 04:03 PM,PDF963.pdf (357.00 KB),AoC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121224_58,Tender Online Divn. BBSR - 23/2025-26,RW Sub-Division Office at Tangi (GF and FF),1.0,3242112.0,NRUSINGH CHARAN SAMANTARAY,INR,"423,103.58",1,3241102,ALOK KUMAR MOHAPATRA,20-Nov-2025 12:51 PM,Rejected-Finance,Not success In lottery,04-Feb-2026 03:59 PM,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,04-Feb-2026 03:45 PM,techsummary_564493.pdf (357.21 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,04-Feb-2026 03:59 PM,finsummary_564493.pdf (357.21 KB),AOC,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,15-Nov-2025 02:00 PM,21-Nov-2025 11:00 AM,15-Nov-2025 02:00 PM,20-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 02:00 PM,20-Nov-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,"4,240",Yes,percentage,1.0%,Nil,Nil,RW Sub-Division Office at Tangi (GF and FF),RW Sub-Division Office at Tangi (GF and FF),Please refer Tender documents. ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121224_58,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3240745,BHARAT CHANDRA DAS,20-Nov-2025 11:44 AM,Rejected-Finance,Not success In lottery,04-Feb-2026 03:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3242112,NRUSINGH CHARAN SAMANTARAY,20-Nov-2025 03:52 PM,Accepted-AOC,L1 Bidder,04-Feb-2026 04:03 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3242259,PRADIP KUMAR DAS,20-Nov-2025 04:17 PM,Rejected-Finance,Not success In lottery,04-Feb-2026 03:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3239477,PRANAYA PRATIK PATTANAIK,19-Nov-2025 08:41 PM,Rejected-Finance,Not success In lottery,04-Feb-2026 03:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3240588,SAIPRAKASH PRUSTY,20-Nov-2025 11:05 AM,Rejected-Finance,Not success In lottery,04-Feb-2026 03:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3239570,SHAIKH SAJID,19-Nov-2025 09:12 PM,Rejected-Finance,Not success In lottery,04-Feb-2026 03:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
