Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Divisional Head, MSME-II","O/O Divisional Head, IDCO, MSME-II Division, Khordha, Odisha-752057",Construction of new black top bituminous road of row 12mtr and 9 mtr For a length of 200 mtr and 70 mtr With three nos single row 900mm dia np 3 rcc Hume pipe culvert at sarua industrial area in khordha district,Construction of new black top bituminous road of row 12mtr and 9 mtr For a length of 200 mtr and 70 mtr With three nos single row 900mm dia np 3 rcc Hume pipe culvert at sarua industrial area in khordha district,Please refer tender documents ,NA ,"52,01,292",Civil Works - Roads,NA ,Tender,90.0,NA ,"Sarua Industrial area, Khordha",752057.0,NA ,NA ,NA ,"IDCO, MSME-II Division, Khordha, Odisha-752057",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN, GST, EPF and latest challan, affidavits and other documents as per DTCN",28-Nov-2025 05:00 PM,16-Dec-2025 11:30 AM,28-Nov-2025 05:00 PM,12-Dec-2025 05:00 PM,28-Nov-2025 05:00 PM ,12-Dec-2025 05:00 PM ,28-Nov-2025 05:00 PM,12-Dec-2025 05:00 PM,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,"52,013",No,percentage,1.0%,Nil,Nil,IDCO||IDCO||IDCO,MSME-II/EST/E-02/2025-26,2025_IDCO_122132_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3298059,DIBAKAR MARTHA,12-Dec-2026 09:50 AM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,17-Jan-2026,"INR 4,421,618.33",90.0,LIPSARANI KANHAR,11-Feb-2026 05:55 PM,Agreement.pdf (5503.00 KB),"The Agreement made by D.H. MSME-II, vide Agreement No.58/P-1/2025-26, dt.17.01.2026.",DH MSME2,Internal,DH MSME2 Dy Manager civil Assistant Manager Admin Jr Manager civil Accounts consultant,SUBRAT KUMAR JENA,07-Jan-2026 04:29 PM,finsummary_567712.pdf (1326.17 KB),Finance,Total 11 number bidders have been admitted for further evaluation process,SUBRAT KUMAR JENA,16-Dec-2025 01:09 PM,finance_567712.pdf,BOQ Comparative Chart,DH MSME2,Internal,DH MSME2 Dy Manager civil Assistant Manager Admin Jr Manager civil Accounts consultant,SUBRAT KUMAR JENA,07-Jan-2026 03:33 PM,techsummary_567712.pdf (973.35 KB),IDCO||IDCO||IDCO,2025_IDCO_122132_1,MSME-II/EST/E-02/2025-26,Construction of new black top bituminous road of row 12mtr and 9 mtr For a length of 200 mtr and 70 mtr With three nos single row 900mm dia np 3 rcc Hume pipe culvert at sarua industrial area in khordha district,1.0,3298123.0,MM CONSTRUCTION,INR,"4,421,618.33",AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3295844,Leaptree Engineers Pvt. Ltd.,11-Dec-2025 04:55 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3298123,MM CONSTRUCTION,12-Dec-2025 04:20 PM,Accepted-AOC,LOTTERY WINNER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3297231,NARENDRA KUMAR SINGH,12-Dec-2025 12:55 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3298019,PRASANNA KUMAR RANA,12-Dec-2025 04:13 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3296015,SAMARESH CHHOTARAY,11-Dec-2025 06:34 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3295048,SATYABRATA SWAIN,12-Dec-2025 04:01 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3298142,SATYAJIT SUBUDHI,12-Dec-2025 09:50 AM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3297829,SHIVA JYOTI MOTORS,12-Dec-2025 02:52 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3295406,SOUMYA RANJAN RAY,11-Dec-2025 06:22 PM,Rejected-AOC,L-1 BIDDER,11-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
