Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, LICENCE, AFFIDAVIT and as per DTCN",11-Sep-2025 10:00 AM,22-Sep-2025 11:00 AM,11-Sep-2025 10:00 AM,20-Sep-2025 05:00 PM,NA ,NA ,11-Sep-2025 10:00 AM,20-Sep-2025 05:00 PM,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",SEMIDRGD-02/2025-26,2025_CEMIB_117822_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"Superintending Engineer, M.I. Division,Rayagada","6,000",0.0,Nil,Nil,No,Improvement to Lowergadagada MIPin Bissamcuttack Block of Rayagada District under ERM 2025-26.,Improvement to Lowergadagada MIPin Bissamcuttack Block of Rayagada District under ERM 2025-26.,Please refer Tender documents. ,NA ,"16,77,828",Civil Works - Water Works,NA ,Tender,90.0,90.0,Bissamcuttack,765019.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division,Rayagada",No ,No,1.0,ICICI BANK,"16,800",Yes,fixed,,Nil,Nil,AOC,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_117822_2,SEMIDRGD-02/2025-26,Improvement to Lowergadagada MIPin Bissamcuttack Block of Rayagada District under ERM 2025-26.,Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",Nihar Ranjan Behera,09-Feb-2026 05:48 PM,finsummary_551930.pdf (233.83 KB),Finance,"The Tender has been opened for the tender ID 2025_CEMIB_117822_2. 10 Nos. of bidders found for the work. After verification of all Bids documents, qualified bidders moved to further tender process.",Bijaya Kumar Parida,22-Sep-2025 04:01 PM,finance_551930.pdf,BOQ Comparative Chart,1.0,3090353.0,RASMITA SAHUKAR,INR,"1,426,321.95",1,3084758,BIBHISEN PALAKA,17-Sep-2025 11:58 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,09-Feb-2026,"INR 1,426,321.95",90.0,Nihar Ranjan Behera,09-Feb-2026 06:08 PM,Lowergadagada.pdf (1040.00 KB),Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,Superintending Engineer,Internal,"Superintending Engineer, Assistant Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",Nihar Ranjan Behera,09-Feb-2026 05:35 PM,techsummary_551930.pdf (233.83 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3090317,BIJAYA JAGERANGA,20-Sep-2025 01:26 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3082524,BISWAJIT NAYAK,17-Sep-2025 07:58 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3090090,DEBASISH NAIK,20-Sep-2025 12:36 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3089834,GOURISANKAR MISHRA,20-Sep-2025 11:37 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3087181,JALANDHAR BACHELI,18-Sep-2025 09:29 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3087136,Janaki Ballabha Sahu,18-Sep-2025 09:02 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3085516,RADHA KRUSHNA SAHU,17-Sep-2025 07:41 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3090353,RASMITA SAHUKAR,20-Sep-2025 01:33 PM,Accepted-AOC,Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3090536,SANGRAM KESHARI BEHERA,20-Sep-2025 02:34 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 06:09 PM,,,,,,,,,,,,,,AOC
