Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"11,800",0.0,Nil,Nil,No,21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,22-Dec-2025 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_61,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,55,496",Yes,percentage,1.0%,Nil,Nil,"Installation of Kharsali-II, Luhapank-II and Pitanali-I L.I. Project under Rairakhol block in Sambalpur District","Installation of Kharsali-II, Luhapank-II and Pitanali-I L.I. Project under Rairakhol block in Sambalpur District",Please refer Tender documents. ,NA ,"1,55,49,569",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,Rairakhol,768106.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,1.0,ICICI BANK,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",AOC,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,13-Feb-2026 11:38 AM,finsummary_566044.pdf (509.58 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_61,EEOLICSBP-03/2025-26,"Installation of Kharsali-II, Luhapank-II and Pitanali-I L.I. Project under Rairakhol block in Sambalpur District",Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 12:57 PM,technical_566044.pdf,1.0,3268400.0,MS Shree Shyam and Co,INR,"13,218,688.59",13-Feb-2026,"INR 13,218,688.59",120.0,CHITARANJAN PRADHAN,13-Feb-2026 04:06 PM,61.pdf (1059.00 KB),Agreement Done,1,3267051,DEBADATTA KHAMARI,01-Dec-2025 01:04 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,Finance,Financial Open,CHITARANJAN PRADHAN,22-Dec-2025 05:06 PM,finance_566044.pdf,BOQ Comparative Chart,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,21-Dec-2025 06:31 PM,22-Dec-2025 10:00 AM,techsummary_566044.pdf (470.23 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3268692,JAYAJIT KUMAR SAHOO,01-Dec-2025 01:05 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3267681,KESHAB CHANDRA SAHU,01-Dec-2025 01:28 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3268479,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,30-Nov-2025 09:36 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3267268,MOHAMMAD ANISH,30-Nov-2025 10:52 PM,Rejected-Technical,He has JV registration out of stipulated period,21-Dec-2025 06:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3266653,M/S DILIP KUMAR SAHOO,01-Dec-2025 12:33 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3268400,MS Shree Shyam and Co,01-Dec-2025 01:17 PM,Accepted-AOC,Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3268474,"OJAS CIVCON, PROPRIETOR-BIJAN MOHANTY",01-Dec-2025 09:40 AM,Rejected-Technical,He has uploaded wrong data in affidavit,21-Dec-2025 06:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3261075,PRADEEP KUMAR AGRAWALLA,01-Dec-2025 01:01 PM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3263411,PRAKASH KUMAR SWAIN,30-Nov-2025 10:42 AM,Rejected-AOC,Not Award of Contract,13-Feb-2026 04:06 PM,,,,,,,,,,,,,,AOC
