Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Assistant Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,19-Feb-2026 05:09 PM,techsummary_572802.pdf (536.43 KB),1,3344728,Balaram Panigrahi,05-Jan-2026 11:47 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,19-Feb-2026,"INR 1,421,385.57",90.0,JAGANNATH MALLIK,19-Feb-2026 08:51 PM,baridi.PDF (152.00 KB),Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,1.0,3346729.0,SRI JAGADISH CHANDRA NAYAK,INR,"1,421,385.57",Finance,"The bid has been opened for the tender ID 2025_CEMIB_123644_3. 10 Nos. of bidders found for the work. After verification of all the Bids, qualified bidders moved to further tender process.",JAGANNATH MALLIK,15-Jan-2026 05:05 PM,finance_572802.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,19-Feb-2026 07:49 PM,finsummary_572802.pdf (536.43 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",2025_CEMIB_123644_3,SEMIDRGD-05/2025-26,Renovation of Baridi MIP in Gunupur Block of Rayagada District under ERM Scheme for the year 2025-26,AOC,Renovation of Baridi MIP in Gunupur Block of Rayagada District under ERM Scheme for the year 2025-26,Renovation of Baridi MIP in Gunupur Block of Rayagada District under ERM Scheme for the year 2025-26,Please refer Tender documents. ,NA ,"16,72,022",Civil Works - Others,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,"O/o S.E, M.I Division, Rayagada",No ,No,1.0,ICICI BANK,23-Dec-2025 10:00 AM,07-Jan-2026 11:00 AM,23-Dec-2025 10:00 AM,06-Jan-2026 05:00 PM,23-Dec-2025 10:00 AM ,06-Jan-2026 05:00 PM ,23-Dec-2025 10:00 AM,06-Jan-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",SEMIDRGD-05/2025-26,2025_CEMIB_123644_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"S.E, M.I Division, Rayagada","O/o S.E, M.I Division, Rayagada","16,800",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3346600,Janaki Ballabha Sahu,06-Jan-2026 02:08 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,AOC
,,,,,,3,3346844,MADAN MOHAN NAYAK,06-Jan-2026 04:13 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RC PAN GSTIN Affidavit regarding Authenticity No Relation and litigation debarring certificate etc,,,,,,,,,AOC
,,,,,,4,3346782,NARAYAN BHUYAN,06-Jan-2026 03:36 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,5,3346617,NIRANJAN PADHY,06-Jan-2026 01:42 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3338094,RAKESH KUMAR PATRO,30-Dec-2025 11:35 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3343978,SANTOSH DAS,04-Jan-2026 06:25 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3344057,Simadri Trinath Rao,06-Jan-2026 10:38 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3346729,SRI JAGADISH CHANDRA NAYAK,06-Jan-2026 04:21 PM,Accepted-AOC,Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3346602,TIRUPATI PRASAD PANIGRAHI,06-Jan-2026 01:32 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
