Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Orissa State Police Housing and Welfare Corporation Ltd,21/OPHWC/2025-26,2025_OSPHW_122368_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"Const. of 6 Nos. E Type Qtr. At Jonk PS, Nuapada",Building Work,Please refer Tender documents. ,NA ,"1,74,93,613",Civil Works - Buildings,NA ,Tender,90.0,365.0,Nuapada,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","1,74,900",Yes,fixed,,Nil,Nil,01-Dec-2025 06:55 PM,16-Dec-2025 10:30 AM,01-Dec-2025 06:55 PM,15-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 06:55 PM,15-Dec-2025 05:00 PM,19-Jan-2026 10:30 AM,AOC,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_122368_8,21/OPHWC/2025-26,"Const. of 6 Nos. E Type Qtr. At Jonk PS, Nuapada",Technical,1 No. of bidder is participated,LAXMIPRIYA NAYAK,16-Dec-2025 11:42 AM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,17-Feb-2026 12:00 PM,finsummary_568666.pdf (364.52 KB),1.0,3303814.0,Omprakash Biswal,INR,"17,143,740",17-Feb-2026,"INR 17,143,740",365.0,Bikram Keshari Malla,17-Feb-2026 12:05 PM,JONK.pdf (99.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.02.2026.,1.0,3303814.0,Omprakash Biswal,15-Dec-2025 02:29 PM,Accepted-AOC,QUALIFIED BIDDER,17-Feb-2026 12:06 PM,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,17-Jan-2026 06:52 PM,19-Jan-2026 10:30 AM,techsummary_568666.pdf (326.26 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,19-Jan-2026 11:17 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
