Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 06:17 PM,07-Jul-2025 11:00 AM,techsummary_528760.pdf (12490.21 KB),Orissa Lift Irrigation Corporation,2025_OLIC_110242_3,960 DT-04.02.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in KEONJHAR District Pkg-01 BID ID-48",1.0,2847002.0,TIRUPATI DRILLING AND MINING SERVICES PVT. LTD,INR,"150,419,660.73",Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 07:44 PM,,BOQ Comparative Chart,1,2847486,"m s mahabir borewell and equipments, prop.padmalava mallick",08-Mar-2025 06:21 PM,Rejected-Finance,Rejected by Tender Committee,14-Oct-2025 09:59 PM,Technical,Two nos of Bidders have participated,Sudarsan Sadangi,12-Mar-2025 12:12 PM,,14-Oct-2025,"INR 150,419,660.73",180.0,Sudarsan Sadangi,26-Feb-2026 12:32 PM,OrderKeonjhar01.pdf (462.00 KB),ORDER,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,14-Oct-2025 09:59 PM,finsummary_528760.pdf (17372.14 KB),AOC,"Installatin, Electrification, Energisation and Commissioning of Borewells in KEONJHAR District Pkg-01 BID ID-48","Installatin, Electrification, Energisation and Commissioning of Borewells in KEONJHAR District Pkg-01 BID ID-48",Please refer Tender Document DTCN ,NA ,"13,08,11,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,KEONJHAR,758001.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,12-Feb-2025 10:00 AM,11-Mar-2025 11:00 AM,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,12-Feb-2025 10:00 AM ,25-Feb-2025 05:00 PM ,12-Feb-2025 10:00 AM,10-Mar-2025 05:00 PM,07-Jul-2025 11:00 AM,Orissa Lift Irrigation Corporation,960 DT-04.02.2025,2025_OLIC_110242_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,Yes,"13,08,000",Yes,fixed,,Nil,Nil,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2847002,TIRUPATI DRILLING AND MINING SERVICES PVT. LTD,10-Mar-2025 03:40 PM,Accepted-AOC,L-1 Bidder,26-Feb-2026 12:32 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,AOC
