Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
Chairperson,Internal,"Tahasildar, Block Finance Officer, JE, ME, EO",SURENDRA NATH SAHOO,07-Feb-2026 11:16 AM,techsummary_568320.pdf (2603.45 KB),11-Feb-2026,"INR 593,220",60.0,SURENDRA NATH SAHOO,11-Feb-2026 04:22 PM,324.pdf (1488.00 KB),1,3299005,AJAYA KUMAR SETHY,13-Dec-2025 01:31 AM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,1.0,3301415.0,MAKARA GURU,INR,"593,220",Finance,Accepted,SURENDRA NATH SAHOO,05-Feb-2026 05:03 PM,finance_568320.pdf,BOQ Comparative Chart,Chairperson,Internal,"Tahasildar, Block Finance Officer, ME, JE, EO",SURENDRA NATH SAHOO,11-Feb-2026 03:48 PM,finsummary_568320.pdf (2603.45 KB),Municipal Bodies||Bhuban NAC,2025_ORULB_122289_3,BBN NAC 4/2025-26,Development of Road from Chhayakanta house (Chabi Shop) to Jagabandhu Sahoo House,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Municipal Bodies||Bhuban NAC,BBN NAC 4/2025-26,2025_ORULB_122289_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,Development of Road from Chhayakanta house (Chabi Shop) to Jagabandhu Sahoo House,Development of Road from Chhayakanta house (Chabi Shop) to Jagabandhu Sahoo House,Please refer Tender documents. ,NA ,"5,93,279",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,"5,933",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC",1.0,Notice,Other,,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3299268,AJAY KUMAR SAHOO,13-Dec-2025 04:03 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3303386,ANUP KUMAR SAHOO,15-Dec-2025 01:31 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3299000,Babuli Patra,14-Dec-2025 10:34 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3300056,Bishnu Charan Barik,13-Dec-2025 06:54 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3300967,CHINMAYEE SAHOO PROP OF SHIVANSH CONSTRUCTION,14-Dec-2025 09:47 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3299416,Chittaranjan Mishra,13-Dec-2025 01:05 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3298941,GOURANGA CHARAN BEHERA,12-Dec-2025 11:38 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3300112,JITENDRA BEHERA,13-Dec-2025 10:33 PM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3300575,Krushna Chandra Das,14-Dec-2025 12:34 AM,Rejected-Technical,Lottary,07-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
